"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Dosage in Murine Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dosage in Human Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[B3 Vitamin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 1000 mg 1 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 1000 mg 2 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 1000 mg 24 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 1000 mg 4 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 1000 mg 8 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 1000 mg Pre h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 300 mg 1 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 300 mg 2 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 300 mg 24 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 300 mg 4 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 300 mg 8 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 12"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (004)_peripheral blood mononuclear cell 300 mg Pre h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 100 mg 1 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 100 mg 2 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 100 mg 24 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 100 mg 4 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 100 mg 8 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 100 mg Pre h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 1000 mg 1 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 1000 mg 2 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 1000 mg 24 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 1000 mg 4 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 1000 mg 8 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 1000 mg Pre h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 300 mg 1 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 300 mg 2 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 300 mg 24 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 300 mg 4 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 300 mg 8 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 2"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"SAM (25)_peripheral blood mononuclear cell 300 mg Pre h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 100 mg 1 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 100 mg 2 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 100 mg 24 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 100 mg 4 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 100 mg 8 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 100 mg Pre h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 1000 mg 1 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 1000 mg 2 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 1000 mg 24 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 1000 mg 4 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 1000 mg 8 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 1000 mg Pre h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 300 mg 1 h"	""	""	""	""	"300"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 300 mg 2 h"	""	""	""	""	"300"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 300 mg 24 h"	""	""	""	""	"300"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 300 mg 4 h"	""	""	""	""	"300"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 300 mg 8 h"	""	""	""	""	"300"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 5"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"A-E_peripheral blood mononuclear cell 300 mg Pre h"	""	""	""	""	"300"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 100 mg 1 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 100 mg 2 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 100 mg 24 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 100 mg 4 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 100 mg 8 h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 100 mg Pre h"	""	""	""	""	"100"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre treatment"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 1000 mg 1 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 1000 mg 2 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 6"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"peripheral blood mononuclear cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001025"	"Sample collection"	"PSK_peripheral blood mononuclear cell 1000 mg 24 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
