"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[metabolomics/lipidomics]"	"Term Source REF"	"Term Accession Number"
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_03_001_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_03_002_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_02_001_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_02_002_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_13_001_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_13_002_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_07_001_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_07_002_neg"	"lipidomics"	""	""
"NA"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	""	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_QC_12_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_18_001_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_18_002_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_08_001_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_08_002_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_06_001_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_06_002_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_05_001_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_05_002_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_16_001_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_16_002_neg"	"lipidomics"	""	""
"NA"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	""	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_QC_13_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_15_001_neg"	"lipidomics"	""	""
"BY4741"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"BY4741"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000098"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_15_002_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_14_001_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_14_002_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_01_001_neg"	"lipidomics"	""	""
"SynIIv1.2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae str. YS031"	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_01_002_neg"	"lipidomics"	""	""
"NA"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	""	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_QC_14_neg"	"lipidomics"	""	""
"NA"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	""	""	""	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"20150526_Yeast_lipidomic_QC_15_neg"	"lipidomics"	""	""
