"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Previous Malaria Infection]"	"Term Source REF"	"Term Accession Number"
"2588864"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_166"	"VT_150411_166.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"166"	""	""	"Naive"	""	""
"2588864"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_168"	"VT_150411_168.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"168"	""	""	"Naive"	""	""
"2588885"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_170"	"VT_150411_170.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"1"	""	""	"170"	""	""	"Semi-immune"	""	""
"2588885"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_172"	"VT_150411_172.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"1"	""	""	"172"	""	""	"Semi-immune"	""	""
"2588885"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_174"	"VT_150411_174.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"1"	""	""	"174"	""	""	"Semi-immune"	""	""
"2588892"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_176"	"VT_150411_176.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"176"	""	""	"Semi-immune"	""	""
"2588892"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_178"	"VT_150411_178.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"178"	""	""	"Semi-immune"	""	""
"2588892"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_180"	"VT_150411_180.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"180"	""	""	"Semi-immune"	""	""
"2588873"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_182"	"VT_150411_182.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"1"	""	""	"182"	""	""	"Semi-immune"	""	""
"2588873"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_184"	"VT_150411_184.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"1"	""	""	"184"	""	""	"Semi-immune"	""	""
"2588873"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_186"	"VT_150411_186.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"1"	""	""	"186"	""	""	"Semi-immune"	""	""
"2588859"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_188"	"VT_150411_188.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"1"	""	""	"188"	""	""	"Naive"	""	""
"2588859"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_190"	"VT_150411_190.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"1"	""	""	"190"	""	""	"Naive"	""	""
"2588859"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_192"	"VT_150411_192.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"1"	""	""	"192"	""	""	"Naive"	""	""
"2588866"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_194"	"VT_150411_194.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"1"	""	""	"194"	""	""	"Naive"	""	""
"2588866"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_196"	"VT_150411_196.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"1"	""	""	"196"	""	""	"Naive"	""	""
"2588866"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_198"	"VT_150411_198.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"1"	""	""	"198"	""	""	"Naive"	""	""
"2588888"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_200"	"VT_150411_200.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"200"	""	""	"Semi-immune"	""	""
"2588888"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_202"	"VT_150411_202.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"202"	""	""	"Semi-immune"	""	""
"2588888"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_204"	"VT_150411_204.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"1"	""	""	"204"	""	""	"Semi-immune"	""	""
"q3June2014_1b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_206"	"VT_150411_206.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	""	""	""	"1"	""	""	"206"	""	""	"N/A"	""	""
"q3June2014_1b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_208"	"VT_150411_208.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	""	""	""	"1"	""	""	"208"	""	""	"N/A"	""	""
"q3June2014_1b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150411_210"	"VT_150411_210.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	""	""	""	"1"	""	""	"210"	""	""	"N/A"	""	""
"q3June2014_2a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_002"	"VT_150821_002.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	""	""	""	"2"	""	""	"212"	""	""	"N/A"	""	""
"q3June2014_2a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_004"	"VT_150821_004.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	""	""	""	"2"	""	""	"214"	""	""	"N/A"	""	""
"q3June2014_2a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_006"	"VT_150821_006.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	""	""	""	"2"	""	""	"216"	""	""	"N/A"	""	""
"2588852"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_008"	"VT_150821_008.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"218"	""	""	"Naive"	""	""
"2588852"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_010"	"VT_150821_010.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"220"	""	""	"Naive"	""	""
"2588852"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_012"	"VT_150821_012.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"222"	""	""	"Naive"	""	""
"2588869"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_014"	"VT_150821_014.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"224"	""	""	"Naive"	""	""
"2588869"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_016"	"VT_150821_016.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"226"	""	""	"Naive"	""	""
"2588869"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_018"	"VT_150821_018.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"228"	""	""	"Naive"	""	""
"2588844"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_020"	"VT_150821_020.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"230"	""	""	"Semi-immune"	""	""
"2588844"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_022"	"VT_150821_022.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"232"	""	""	"Semi-immune"	""	""
"2588844"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_024"	"VT_150821_024.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"234"	""	""	"Semi-immune"	""	""
"2588851"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_026"	"VT_150821_026.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"236"	""	""	"Naive"	""	""
"2588851"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_028"	"VT_150821_028.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"238"	""	""	"Naive"	""	""
"2588851"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_030"	"VT_150821_030.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"240"	""	""	"Naive"	""	""
"2588870"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_032"	"VT_150821_032.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"242"	""	""	"Naive"	""	""
"2588870"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_034"	"VT_150821_034.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"244"	""	""	"Naive"	""	""
"2588870"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_036"	"VT_150821_036.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"246"	""	""	"Naive"	""	""
"2588877"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_038"	"VT_150821_038.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"248"	""	""	"Semi-immune"	""	""
