"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"NM401.0h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.0h.R2"	"046_CRa_H9M5_A549_NM401_0h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.10"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.10"	"047_CRa_H9M5_Blank_10_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.10"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.10"	"047_CRa_H9M5_Blank_10_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.3h.R2"	"048_CRa_H9M5_A549_C_3h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.3h.R2"	"048_CRa_H9M5_A549_C_3h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.3h.R2"	"049_CRa_H9M5_A549_NM104_3h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.3h.R2"	"049_CRa_H9M5_A549_NM104_3h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.3h.R2"	"050_CRa_H9M5_A549_NM300k_3h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.3h.R2"	"050_CRa_H9M5_A549_NM300k_3h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM401.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.3h.R2"	"051_CRa_H9M5_A549_NM401_3h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM401.3h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.3h.R2"	"051_CRa_H9M5_A549_NM401_3h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Pool.07"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.07"	"052_CRa_H9M5_Pool_07_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Pool.07"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.07"	"052_CRa_H9M5_Pool_07_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.11"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.11"	"053_CRa_H9M5_Blank_11_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.11"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.11"	"053_CRa_H9M5_Blank_11_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.6h.R2"	"054_CRa_H9M5_A549_C_6h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.6h.R2"	"054_CRa_H9M5_A549_C_6h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.6h.R2"	"055_CRa_H9M5_A549_NM104_6h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.6h.R2"	"055_CRa_H9M5_A549_NM104_6h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.6h.R2"	"056_CRa_H9M5_A549_NM300k_6h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.6h.R2"	"056_CRa_H9M5_A549_NM300k_6h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM401.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.6h.R2"	"057_CRa_H9M5_A549_NM401_6h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM401.6h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.6h.R2"	"057_CRa_H9M5_A549_NM401_6h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.12"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.12"	"059_CRa_H9M5_Blank_12_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.12"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.12"	"059_CRa_H9M5_Blank_12_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.12h.R2"	"060_CRa_H9M5_A549_C_12h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.12h.R2"	"060_CRa_H9M5_A549_C_12h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.12h.R2"	"061_CRa_H9M5_A549_NM104_12h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.12h.R2"	"061_CRa_H9M5_A549_NM104_12h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.12h.R2"	"062_CRa_H9M5_A549_NM300k_12h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.12h.R2"	"062_CRa_H9M5_A549_NM300k_12h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM401.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.12h.R2"	"063_CRa_H9M5_A549_NM401_12h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM401.12h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM401.12h.R2"	"063_CRa_H9M5_A549_NM401_12h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Pool.08"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.08"	"064_CRa_H9M5_Pool_08_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Pool.08"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.08"	"064_CRa_H9M5_Pool_08_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.13"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.13"	"065_CRa_H9M5_Blank_13_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Blank.13"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.13"	"065_CRa_H9M5_Blank_13_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.24h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.24h.R2"	"066_CRa_H9M5_A549_C_24h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"Control.24h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control.24h.R2"	"066_CRa_H9M5_A549_C_24h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.24h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.24h.R2"	"067_CRa_H9M5_A549_NM104_24h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM104.24h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM104.24h.R2"	"067_CRa_H9M5_A549_NM104_24h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.24h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200 - 1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.24h.R2"	"068_CRa_H9M5_A549_NM300k_24h_2_neg_high_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
"NM300k.24h.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50 - 200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NM300k.24h.R2"	"068_CRa_H9M5_A549_NM300k_24h_2_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""
