"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"
"2441782"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_153"	"VT_150916_153.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"772"	""	""
"2441782"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_155"	"VT_150916_155.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"773"	""	""
"2470380"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_157"	"VT_150916_157.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"774"	""	""
"2470380"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_159"	"VT_150916_159.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"775"	""	""
"2470380"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_161"	"VT_150916_161.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"776"	""	""
"2459092"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_163"	"VT_150916_163.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"777"	""	""
"2459092"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_165"	"VT_150916_165.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"778"	""	""
"2459092"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_167"	"VT_150916_167.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"779"	""	""
"2472736"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_169"	"VT_150916_169.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"780"	""	""
"2472736"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_171"	"VT_150916_171.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"781"	""	""
"2472736"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_173"	"VT_150916_173.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"782"	""	""
"2453696"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_175"	"VT_150916_175.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"783"	""	""
"2453696"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_177"	"VT_150916_177.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"784"	""	""
"2453696"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_179"	"VT_150916_179.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"7"	""	""	"785"	""	""
"ref6b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_181"	"VT_150916_181.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"786"	""	""
"ref6b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_183"	"VT_150916_183.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"787"	""	""
"ref6b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_185"	"VT_150916_185.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"788"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_187"	"VT_150916_187.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"789"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_189"	"VT_150916_189.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"790"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_191"	"VT_150916_191.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"791"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_001"	"VT_150917_001.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"792"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_003"	"VT_150917_003.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"793"	""	""
"q3June2014"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_005"	"VT_150917_005.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"7"	""	""	"794"	""	""
"ref7a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_007"	"VT_150917_007.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"8"	""	""	"795"	""	""
"ref7a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_009"	"VT_150917_009.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"8"	""	""	"796"	""	""
"ref7a"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_011"	"VT_150917_011.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	""	""	""	"8"	""	""	"797"	""	""
"2413472"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_013"	"VT_150917_013.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 2"	""	""	"8"	""	""	"798"	""	""
"2413472"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_015"	"VT_150917_015.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 2"	""	""	"8"	""	""	"799"	""	""
"2413472"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_017"	"VT_150917_017.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 2"	""	""	"8"	""	""	"800"	""	""
"2418879"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_019"	"VT_150917_019.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"801"	""	""
"2418879"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_021"	"VT_150917_021.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"802"	""	""
"2418879"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_023"	"VT_150917_023.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"803"	""	""
"2414227"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_025"	"VT_150917_025.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"804"	""	""
"2414227"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_027"	"VT_150917_027.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"805"	""	""
"2414227"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_029"	"VT_150917_029.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"806"	""	""
"2454706"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_031"	"VT_150917_031.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 5"	""	""	"8"	""	""	"807"	""	""
"2454706"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_033"	"VT_150917_033.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 5"	""	""	"8"	""	""	"808"	""	""
"2454706"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_035"	"VT_150917_035.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 5"	""	""	"8"	""	""	"809"	""	""
"2420182"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_037"	"VT_150917_037.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"810"	""	""
"2420182"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_039"	"VT_150917_039.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"811"	""	""
"2420182"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_041"	"VT_150917_041.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"812"	""	""
"2404791"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_043"	"VT_150917_043.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"813"	""	""
"2404791"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_045"	"VT_150917_045.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"814"	""	""
"2404791"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_047"	"VT_150917_047.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"8"	""	""	"815"	""	""
"2394990"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_049"	"VT_150917_049.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 1A"	""	""	"8"	""	""	"816"	""	""
"2394990"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150917_051"	"VT_150917_051.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 1A"	""	""	"8"	""	""	"817"	""	""
