"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"
"2428177"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_026"	"VT_150916_026.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"708"	""	""
"2428177"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_028"	"VT_150916_028.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"709"	""	""
"2428177"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_030"	"VT_150916_030.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"710"	""	""
"2408425"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_032"	"VT_150916_032.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"711"	""	""
"2408425"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_034"	"VT_150916_034.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"712"	""	""
"2408425"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_036"	"VT_150916_036.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"713"	""	""
"2409206"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_038"	"VT_150916_038.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 1B"	""	""	"7"	""	""	"714"	""	""
"2409206"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_040"	"VT_150916_040.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 1B"	""	""	"7"	""	""	"715"	""	""
"2409206"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_042"	"VT_150916_042.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 1B"	""	""	"7"	""	""	"716"	""	""
"2473715"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_044"	"VT_150916_044.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"717"	""	""
"2473715"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_046"	"VT_150916_046.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"718"	""	""
"2473715"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_048"	"VT_150916_048.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"719"	""	""
"2464798"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_050"	"VT_150916_050.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"7"	""	""	"720"	""	""
"2464798"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_052"	"VT_150916_052.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"7"	""	""	"721"	""	""
"2464798"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_054"	"VT_150916_054.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"7"	""	""	"722"	""	""
"2448809"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_056"	"VT_150916_056.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"723"	""	""
"2448809"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_058"	"VT_150916_058.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"724"	""	""
"2448809"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_060"	"VT_150916_060.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"725"	""	""
"2434219"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_062"	"VT_150916_062.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"726"	""	""
"2434219"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_064"	"VT_150916_064.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"727"	""	""
"2434219"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_066"	"VT_150916_066.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"728"	""	""
"2429161"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_068"	"VT_150916_068.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"729"	""	""
"2429161"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_070"	"VT_150916_070.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"730"	""	""
"2429161"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_072"	"VT_150916_072.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"731"	""	""
"2415671"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_074"	"VT_150916_074.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"732"	""	""
"2415671"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_076"	"VT_150916_076.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"733"	""	""
"2415671"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_078"	"VT_150916_078.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"734"	""	""
"2410230"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_080"	"VT_150916_080.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"735"	""	""
"2410230"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_082"	"VT_150916_082.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"736"	""	""
"2410230"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_084"	"VT_150916_084.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"737"	""	""
"2466154"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_086"	"VT_150916_086.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily"	""	""	"7"	""	""	"738"	""	""
"2466154"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_088"	"VT_150916_088.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily"	""	""	"7"	""	""	"739"	""	""
"2466154"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_090"	"VT_150916_090.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily"	""	""	"7"	""	""	"740"	""	""
"2450314"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_092"	"VT_150916_092.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"741"	""	""
"2450314"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_094"	"VT_150916_094.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"742"	""	""
"2450314"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_096"	"VT_150916_096.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"743"	""	""
"2435242"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_098"	"VT_150916_098.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"744"	""	""
"2435242"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_100"	"VT_150916_100.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"745"	""	""
"2435242"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_102"	"VT_150916_102.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"746"	""	""
"2429233"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_104"	"VT_150916_104.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"747"	""	""
"2429233"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_106"	"VT_150916_106.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"748"	""	""
"2429233"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_108"	"VT_150916_108.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"749"	""	""
"2417100"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_110"	"VT_150916_110.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"750"	""	""
"2417100"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_112"	"VT_150916_112.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"751"	""	""
"2417100"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_114"	"VT_150916_114.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"752"	""	""
"2466616"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150916_116"	"VT_150916_116.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"Daily Meta"	""	""	"7"	""	""	"753"	""	""
