"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Protocol REF"	"Raw Spectral Data File"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"WB_ASWAT_06_03_12_POS_47"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_47"	"Data transformation"	"WB_ASWAT_06_03_12_POS_47.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_48"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_48"	"Data transformation"	"WB_ASWAT_06_03_12_POS_48.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_49"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_49"	"Data transformation"	"WB_ASWAT_06_03_12_POS_49.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_50"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_50"	"Data transformation"	"WB_ASWAT_06_03_12_POS_50.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_51"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_51"	"Data transformation"	"WB_ASWAT_06_03_12_POS_51.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_52"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_52"	"Data transformation"	"WB_ASWAT_06_03_12_POS_52.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_53"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_53"	"Data transformation"	"WB_ASWAT_06_03_12_POS_53.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_57"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_57"	"Data transformation"	"WB_ASWAT_06_03_12_POS_57.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_58"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_58"	"Data transformation"	"WB_ASWAT_06_03_12_POS_58.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_59"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_59"	"Data transformation"	"WB_ASWAT_06_03_12_POS_59.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_60"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_60"	"Data transformation"	"WB_ASWAT_06_03_12_POS_60.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_61"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_61"	"Data transformation"	"WB_ASWAT_06_03_12_POS_61.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_62"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_62"	"Data transformation"	"WB_ASWAT_06_03_12_POS_62.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_63"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_63"	"Data transformation"	"WB_ASWAT_06_03_12_POS_63.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_64"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_64"	"Data transformation"	"WB_ASWAT_06_03_12_POS_64.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
