"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[Metabolite source]"	"Term Source REF"	"Term Accession Number"	"Sample Name"	"Factor Value[Compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_118"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_120"	"control 2"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_122"	"monuron"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_124"	"control 1"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_126"	"control 2"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_128"	"control 1"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_130"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_132"	"D-mannitol"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_134"	"sodium diclofenac"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_136"	"blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	""	""	"0"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_138"	"monuron"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_140"	"D-mannitol"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_142"	"sodium diclofenac"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_144"	"control 2"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_146"	"nifedipine"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_148"	"control 1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_091019"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Intracellular fraction"	""	""	"UCD01_091019_150"	"control 1"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_1"	"potassium bromate"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_3"	"ochratoxin A"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_7"	"ochratoxin A"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_9"	"untreated"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_11"	"ochratoxin A"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_13"	"nifedipine"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_15"	"ochratoxin A"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_17"	"untreated"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_19"	"untreated"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_21"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_23"	"untreated"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_25"	"ochratoxin A"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_27"	"nifedipine"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_29"	"monuron"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_31"	"untreated"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_33"	"mannitol"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_35"	"potassium bromate"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_37"	"diclofenac"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_39"	"nifedipine"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_41"	"untreated"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_43"	"monuron"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_45"	"potassium bromate"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_47"	"potassium bromate"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_49"	"untreated"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_51"	"mannitol"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_53"	"mannitol"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_55"	"untreated"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_57"	"mannitol"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_59"	"nifedipine"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_61"	"untreated"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_63"	"monuron"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_65"	"untreated"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_67"	"untreated"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_69"	"nifedipine"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_71"	"nifedipine"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_73"	"diclofenac"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_75"	"nifedipine"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_77"	"diclofenac"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_79"	"monuron"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_81"	"mannitol"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_83"	"ochratoxin A"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_85"	"untreated"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_87"	"untreated"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_89"	"untreated"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_91"	"ochratoxin A"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_93"	"diclofenac"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_95"	"diclofenac"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""	"1"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_97"	"potassium bromate"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"3"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_99"	"monuron"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"2"	""	""
"UCD01_M_091218"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"renal epithelial cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0005545"	"Sample collection"	"Culture media"	""	""	"UCD01_M_091218_101"	"untreated"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""	"1"	""	""
