"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Thermal Desorption unit]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Pa_ASM_18"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_ASM_18"	"PA_ASM_12H_293820_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_1"	"PA_NB_3H_293825_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_2"	"PA_NB_3H_293826_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_3"	"PA_NB_3H_293827_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_4"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_4"	"PA_NB_3H_293804_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_5"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_5"	"PA_NB_3H_293805_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_6"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_6"	"PA_NB_5H_293844_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_7"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_7"	"PA_NB_5H_293845_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_8"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_8"	"PA_NB_5H_293846_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_9"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_9"	"PA_NB_5H_293814_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_10"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_10"	"PA_NB_5H_293815_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_11"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_11"	"PA_NB_5H_293825_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_12"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_12"	"PA_NB_15H_293804_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_13"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_13"	"PA_NB_15H_293805_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_14"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_14"	"PA_NB_15H_293815_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_15"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_15"	"PA_NB_15H_293810_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_16"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_16"	"PA_NB_15H_293811_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Pa_NB_17"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Pa_NB_17"	"PA_NB_15H_293812_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_1"	"SA_ASM_5H_293801_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_2"	"SA_ASM_5H_293802_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_3"	"SA_ASM_5H_293803_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_4"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_4"	"SA_ASM_5H_293801_1 (2).CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_5"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_5"	"SA_ASM_5H_293802_1 (2).CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_6"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_6"	"SA_ASM_5H_293803_1 (2).CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_7"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_7"	"SA_ASM_7H_283810_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_8"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_8"	"SA_ASM_7H_283811_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_9"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_9"	"SA_ASM_7H_283812_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_10"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_10"	"SA_ASM_7H_293820_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_11"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_11"	"SA_ASM_7H_293822_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_12"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_12"	"SA_ASM_7H_293823_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_13"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_13"	"SA_ASM_15H_293821_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_14"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_14"	"SA_ASM_15H_293825_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_15"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_15"	"SA_ASM_15H_293826_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_16"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_16"	"SA_ASM_15H_293841_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_17"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_17"	"SA_ASM_15H_293842_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_ASM_18"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_ASM_18"	"SA_ASM_15H_293843_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_1"	"SA_NB_3H_293828_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_2"	"SA_NB_3H_293829_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
