"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Extraction replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Injection replicate]"	"Term Source REF"	"Term Accession Number"
"WTA63-22_1-E,2_01_29033"	"Extraction"	""	""	"WTA63-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA63-22_1-E,2_01_29033"	"WTA63-22_1-E,2_01_29033.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA65-11_1-A,7_01_28937"	"Extraction"	""	""	"WTA65-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA65-11_1-A,7_01_28937"	"WTA65-11_1-A,7_01_28937.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA65-12_1-A,7_01_29002"	"Extraction"	""	""	"WTA65-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA65-12_1-A,7_01_29002"	"WTA65-12_1-A,7_01_29002.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA65-21_1-E,4_01_28970"	"Extraction"	""	""	"WTA65-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA65-21_1-E,4_01_28970"	"WTA65-21_1-E,4_01_28970.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA65-22_1-E,4_01_29035"	"Extraction"	""	""	"WTA65-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA65-22_1-E,4_01_29035"	"WTA65-22_1-E,4_01_29035.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA70-11_1-A,8_01_28938"	"Extraction"	""	""	"WTA70-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA70-11_1-A,8_01_28938"	"WTA70-11_1-A,8_01_28938.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA70-12_1-A,8_01_29003"	"Extraction"	""	""	"WTA70-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA70-12_1-A,8_01_29003"	"WTA70-12_1-A,8_01_29003.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA70-21_1-E,5_01_28971"	"Extraction"	""	""	"WTA70-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA70-21_1-E,5_01_28971"	"WTA70-21_1-E,5_01_28971.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA70-22_1-E,5_01_29036"	"Extraction"	""	""	"WTA70-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA70-22_1-E,5_01_29036"	"WTA70-22_1-E,5_01_29036.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA77-11S_1-D,6_01_27752"	"Extraction"	""	""	"WTA77-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA77-11S_1-D,6_01_27752"	"WTA77-11S_1-D,6_01_27752.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA77-12S_1-D,6_01_27823"	"Extraction"	""	""	"WTA77-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA77-12S_1-D,6_01_27823"	"WTA77-12S_1-D,6_01_27823.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA77-21S_2-D,6_01_27788"	"Extraction"	""	""	"WTA77-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA77-21S_2-D,6_01_27788"	"WTA77-21S_2-D,6_01_27788.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA77-22S_2-D,6_01_27860"	"Extraction"	""	""	"WTA77-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA77-22S_2-D,6_01_27860"	"WTA77-22S_2-D,6_01_27860.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA78-11_1-A,3_01_28933"	"Extraction"	""	""	"WTA78-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA78-11_1-A,3_01_28933"	"WTA78-11_1-A,3_01_28933.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA78-12_1-A,3_01_28998"	"Extraction"	""	""	"WTA78-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA78-12_1-A,3_01_28998"	"WTA78-12_1-A,3_01_28998.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA78-21_1-D,8_01_28966"	"Extraction"	""	""	"WTA78-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA78-21_1-D,8_01_28966"	"WTA78-21_1-D,8_01_28966.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA78-22_1-D,8_01_29031"	"Extraction"	""	""	"WTA78-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA78-22_1-D,8_01_29031"	"WTA78-22_1-D,8_01_29031.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA80-11_1-A,4_01_28934"	"Extraction"	""	""	"WTA80-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA80-11_1-A,4_01_28934"	"WTA80-11_1-A,4_01_28934.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA80-12_1-A,4_01_28999"	"Extraction"	""	""	"WTA80-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA80-12_1-A,4_01_28999"	"WTA80-12_1-A,4_01_28999.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA80-21_1-E,1_01_28967"	"Extraction"	""	""	"WTA80-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA80-21_1-E,1_01_28967"	"WTA80-21_1-E,1_01_28967.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA80-22_1-E,1_01_29032"	"Extraction"	""	""	"WTA80-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA80-22_1-E,1_01_29032"	"WTA80-22_1-E,1_01_29032.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA81-11S_1-A,2_01_27723"	"Extraction"	""	""	"WTA81-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA81-11S_1-A,2_01_27723"	"WTA81-11S_1-A,2_01_27723.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA81-12S_1-A,2_01_27794"	"Extraction"	""	""	"WTA81-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA81-12S_1-A,2_01_27794"	"WTA81-12S_1-A,2_01_27794.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA81-21S_2-A,2_01_27758"	"Extraction"	""	""	"WTA81-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA81-21S_2-A,2_01_27758"	"WTA81-21S_2-A,2_01_27758.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA81-22S_2-A,2_01_27829"	"Extraction"	""	""	"WTA81-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA81-22S_2-A,2_01_27829"	"WTA81-22S_2-A,2_01_27829.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA83-11_1-A,2_01_28932"	"Extraction"	""	""	"WTA83-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA83-11_1-A,2_01_28932"	"WTA83-11_1-A,2_01_28932.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA83-12_1-A,2_01_28997"	"Extraction"	""	""	"WTA83-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA83-12_1-A,2_01_28997"	"WTA83-12_1-A,2_01_28997.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA83-21_1-D,7_01_28965"	"Extraction"	""	""	"WTA83-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA83-21_1-D,7_01_28965"	"WTA83-21_1-D,7_01_28965.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA83-22_1-D,7_01_29030"	"Extraction"	""	""	"WTA83-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA83-22_1-D,7_01_29030"	"WTA83-22_1-D,7_01_29030.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
"WTA86-11_1-B,2_01_28940"	"Extraction"	""	""	"WTA86-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA86-11_1-B,2_01_28940"	"WTA86-11_1-B,2_01_28940.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"1"	""	""
"WTA86-12_1-B,2_01_29005"	"Extraction"	""	""	"WTA86-1"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA86-12_1-B,2_01_29005"	"WTA86-12_1-B,2_01_29005.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"1"	""	""	"2"	""	""
"WTA86-21_1-E,7_01_28973"	"Extraction"	""	""	"WTA86-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA86-21_1-E,7_01_28973"	"WTA86-21_1-E,7_01_28973.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"1"	""	""
"WTA86-22_1-E,7_01_29038"	"Extraction"	""	""	"WTA86-2"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WTA86-22_1-E,7_01_29038"	"WTA86-22_1-E,7_01_29038.mzData"	"Data transformation"	""	""	"Metabolite identification"	""	"m_scse305_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"2"	""	""	"2"	""	""
