"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Apparent metabolisable energy]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of starch]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of lipids]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of nitrogen]"	"Unit"	"Term Source REF"	"Term Accession Number"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-17"	"3114.92"	"kcal/kg"	""	""	"Female"	""	""	"98.894"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.283"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.215"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-17"	"3114.92"	"kcal/kg"	""	""	"Female"	""	""	"98.894"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.283"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.215"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-17"	"3114.92"	"kcal/kg"	""	""	"Female"	""	""	"98.894"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.283"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.215"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-29"	"3127.78"	"kcal/kg"	""	""	"Male"	""	""	"96.494"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.232"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.096"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-29"	"3127.78"	"kcal/kg"	""	""	"Male"	""	""	"96.494"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.232"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.096"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-29"	"3127.78"	"kcal/kg"	""	""	"Male"	""	""	"96.494"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.232"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.096"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-44"	"3141.23"	"kcal/kg"	""	""	"female"	""	""	"93.448"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.651"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.553"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-44"	"3141.23"	"kcal/kg"	""	""	"Female"	""	""	"93.448"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.651"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.553"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-44"	"3141.23"	"kcal/kg"	""	""	"Female"	""	""	"93.448"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.651"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.553"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-10"	"3142.73"	"kcal/kg"	""	""	"Male"	""	""	"96.744"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.155"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.123"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-10"	"3142.73"	"kcal/kg"	""	""	"Male"	""	""	"96.744"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.155"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.123"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-10"	"3142.73"	"kcal/kg"	""	""	"Male"	""	""	"96.744"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.155"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.123"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-9"	"3143.56"	"kcal/kg"	""	""	"Male"	""	""	"98.483"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.908"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.751"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-9"	"3143.56"	"kcal/kg"	""	""	"Male"	""	""	"98.483"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.908"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.751"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-9"	"3143.56"	"kcal/kg"	""	""	"Male"	""	""	"98.483"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.908"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.751"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-52"	"3146.36"	"kcal/kg"	""	""	"Male"	""	""	"97.107"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.523"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.012"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-52"	"3146.36"	"kcal/kg"	""	""	"Male"	""	""	"97.107"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.523"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.012"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-52"	"3146.36"	"kcal/kg"	""	""	"Male"	""	""	"97.107"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.523"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.012"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-26"	"3150.24"	"kcal/kg"	""	""	"Female"	""	""	"98.346"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"86.233"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.526"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-26"	"3150.24"	"kcal/kg"	""	""	"Female"	""	""	"98.346"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"86.233"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.526"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-26"	"3150.24"	"kcal/kg"	""	""	"Female"	""	""	"98.346"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"86.233"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.526"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-42"	"3153.92"	"kcal/kg"	""	""	"Male"	""	""	"98.573"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.504"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.395"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-42"	"3153.92"	"kcal/kg"	""	""	"Male"	""	""	"98.573"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.504"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.395"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-42"	"3153.92"	"kcal/kg"	""	""	"Male"	""	""	"98.573"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.504"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.395"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-30"	"3164.76"	"kcal/kg"	""	""	"Female"	""	""	"96.133"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.843"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.741"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-30"	"3164.76"	"kcal/kg"	""	""	"Female"	""	""	"96.133"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.843"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.741"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-30"	"3164.76"	"kcal/kg"	""	""	"Female"	""	""	"96.133"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.843"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.741"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-19"	"3168.04"	"kcal/kg"	""	""	"Male"	""	""	"97.495"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.058"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.172"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-19"	"3168.04"	"kcal/kg"	""	""	"Male"	""	""	"97.495"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.058"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.172"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-19"	"3168.04"	"kcal/kg"	""	""	"Male"	""	""	"97.495"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"85.058"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.172"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-2"	"3168.79"	"kcal/kg"	""	""	"Male"	""	""	"98.246"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.919"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.085"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-2"	"3168.79"	"kcal/kg"	""	""	"Male"	""	""	"98.246"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.919"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.085"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-2"	"3168.79"	"kcal/kg"	""	""	"Male"	""	""	"98.246"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.919"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.085"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-13"	"3183.4"	"kcal/kg"	""	""	"Male"	""	""	"98.26"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.468"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.991"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-13"	"3183.4"	"kcal/kg"	""	""	"Male"	""	""	"98.26"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.468"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.991"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-13"	"3183.4"	"kcal/kg"	""	""	"Male"	""	""	"98.26"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.468"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.991"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-56"	"3183.48"	"kcal/kg"	""	""	"Female"	""	""	"96.211"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.18"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.09"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-56"	"3183.48"	"kcal/kg"	""	""	"Female"	""	""	"96.211"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.18"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.09"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-56"	"3183.48"	"kcal/kg"	""	""	"Female"	""	""	"96.211"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.18"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.09"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-47"	"3187.34"	"kcal/kg"	""	""	"Male"	""	""	"98.343"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.656"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.119"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-47"	"3187.34"	"kcal/kg"	""	""	"Male"	""	""	"98.343"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.656"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.119"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-47"	"3187.34"	"kcal/kg"	""	""	"Male"	""	""	"98.343"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.656"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.119"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-14"	"3193.72"	"kcal/kg"	""	""	"Female"	""	""	"97.777"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.408"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.35"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-14"	"3193.72"	"kcal/kg"	""	""	"Female"	""	""	"97.777"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.408"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.35"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-14"	"3193.72"	"kcal/kg"	""	""	"Female"	""	""	"97.777"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.408"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.35"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-32"	"3206.09"	"kcal/kg"	""	""	"Female"	""	""	"98.628"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.577"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.142"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-32"	"3206.09"	"kcal/kg"	""	""	"Female"	""	""	"98.628"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.577"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.142"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-32"	"3206.09"	"kcal/kg"	""	""	"Female"	""	""	"98.628"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.577"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.142"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-35"	"3211.88"	"kcal/kg"	""	""	"Female"	""	""	"97.209"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.1"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.481"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-35"	"3211.88"	"kcal/kg"	""	""	"Female"	""	""	"97.209"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.1"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.481"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-35"	"3211.88"	"kcal/kg"	""	""	"Female"	""	""	"97.209"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"84.1"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.481"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-6"	"3213.26"	"kcal/kg"	""	""	"Female"	""	""	"98.944"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"80.834"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.879"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
