"Sample Name"	"Factor Value[season]"	"Term Source REF"	"Term Accession Number"	"Factor Value[species]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Winter_Brarut_02"	"Winter"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_20_Brarut_1-A.5_01_7181"	"neg_20_Brarut_1-A,5_01_7181.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Hypcup_03"	"Winter"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_21_Hypcup_1-A.6_01_7182"	"neg_21_Hypcup_1-A,6_01_7182.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Brarut_03"	"Winter"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_22_Brarut_1-A.7_01_7183"	"neg_22_Brarut_1-A,7_01_7183.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Gripul_02"	"Winter"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_23_Gripul_1-A.8_01_7186"	"neg_23_Gripul_1-A,8_01_7186.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Gripul_03"	"Winter"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_24_Gripul_1-A.1_01_7187"	"neg_24_Gripul_1-A,1_01_7187.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Marpol_01"	"Winter"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_25_Marpol_1-A.2_01_7188"	"neg_25_Marpol_1-A,2_01_7188.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Marpol_02"	"Winter"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_26_Marpol_1-A.3_01_7189"	"neg_26_Marpol_1-A,3_01_7189.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Marpol_03"	"Winter"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_27_Marpol_1-A.4_01_7190"	"neg_27_Marpol_1-A,4_01_7190.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Fistax_01"	"Spring"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_01_Fistax_1-A.2_01_7437"	"neg_01_Fistax_1-A,2_01_7437.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Fistax_02"	"Spring"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_02_Fistax_1-A.3_01_7438"	"neg_02_Fistax_1-A,3_01_7438.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Fistax_03"	"Spring"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_03_Fistax_1-A.4_01_7439"	"neg_03_Fistax_1-A,4_01_7439.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Gripul_01"	"Spring"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_04_Gripul_1-A.5_01_7440"	"neg_04_Gripul_1-A,5_01_7440.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Brarut_01"	"Spring"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_05_Brarut_1-A.6_01_7446"	"neg_05_Brarut_1-A,6_01_7446.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Polstr_01"	"Spring"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_06_Polstr_1-A.7_01_7447"	"neg_06_Polstr_1-A,7_01_7447.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Polstr_02"	"Spring"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_07_Polstr_1-A.8_01_7449"	"neg_07_Polstr_1-A,8_01_7449.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Polstr_03"	"Spring"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_08_Polstr_1-B.1_01_7452"	"neg_08_Polstr_1-B,1_01_7452.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Hypcup_01"	"Spring"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_09_Hypcup_1-B.2_01_7453"	"neg_09_Hypcup_1-B,2_01_7453.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Brarut_02"	"Spring"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_10_Brarut_1-B.3_01_7455"	"neg_10_Brarut_1-B,3_01_7455.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Brarut_03"	"Spring"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_11_Brarut_1-B.4_01_7456"	"neg_11_Brarut_1-B,4_01_7456.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Plaund_01"	"Spring"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_12_Plaund_1-B.5_01_7458"	"neg_12_Plaund_1-B,5_01_7458.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Plaund_02"	"Spring"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_13_Plaund_1-B.6_01_7459"	"neg_13_Plaund_1-B,6_01_7459.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Plaund_03"	"Spring"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_14_Plaund_1-B.7_01_7460"	"neg_14_Plaund_1-B,7_01_7460.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Calcus_01"	"Spring"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_15_Calcus_1-B.8_01_7463"	"neg_15_Calcus_1-B,8_01_7463.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Rhysqu_01"	"Spring"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_16_Rhysqu_1-C.1_01_7464"	"neg_16_Rhysqu_1-C,1_01_7464.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Calcus_02"	"Spring"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_17_Calcus_1-C.2_01_7466"	"neg_17_Calcus_1-C,2_01_7466.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Rhysqu_02"	"Spring"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_18_Rhysqu_1-C.3_01_7467"	"neg_18_Rhysqu_1-C,3_01_7467.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Rhysqu_03"	"Spring"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_19_Rhysqu_1-C.4_01_7469"	"neg_19_Rhysqu_1-C,4_01_7469.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Calcus_03"	"Spring"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_20_Calcus_1-C.5_01_7470"	"neg_20_Calcus_1-C,5_01_7470.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Hypcup_02"	"Spring"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_21_Hypcup_1-C.6_01_7472"	"neg_21_Hypcup_1-C,6_01_7472.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Hypcup_03"	"Spring"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_22_Hypcup_1-C.7_01_7473"	"neg_22_Hypcup_1-C,7_01_7473.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Gripul_02"	"Spring"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_23_Gripul_1-C.8_01_7476"	"neg_23_Gripul_1-C,8_01_7476.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Gripul_03"	"Spring"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_24_Gripul_1-D.1_01_7477"	"neg_24_Gripul_1-D,1_01_7477.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Marpol_01"	"Spring"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_25_Marpol_1-D.2_01_7479"	"neg_25_Marpol_1-D,2_01_7479.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Marpol_02"	"Spring"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_26_Marpol_1-D.3_01_7480"	"neg_26_Marpol_1-D,3_01_7480.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Spring_Marpol_03"	"Spring"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_27_Marpol_1-D.4_01_7481"	"neg_27_Marpol_1-D,4_01_7481.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_summer_01"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F,8_01_5750.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_summer_02"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F,8_01_5734.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
