"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dose]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Scan range]"	"Term Source REF"	"Term Accession Number"
"H01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K3_high_neg"	"031_CRa_H9M5_M470_H01_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Separate"	""	""
"H03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K3_high_neg"	"046_CRa_H9M5_M470_H03_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Separate"	""	""
"H14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K3_high_neg"	"027_CRa_H9M5_M470_H14_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Separate"	""	""
"Blank.1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_01_high_neg"	"001_CRa_H9M5_M470_Blank_01_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_02_high_neg"	"005_CRa_H9M5_M470_Blank_02_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_03_high_neg"	"009_CRa_H9M5_M470_Blank_03_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.4"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_04_high_neg"	"013_CRa_H9M5_M470_Blank_04_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.5"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_05_high_neg"	"018_CRa_H9M5_M470_Blank_05_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.6"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_06_high_neg"	"022_CRa_H9M5_M470_Blank_06_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.7"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_07_high_neg"	"028_CRa_H9M5_M470_Blank_07_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.8"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_08_high_neg"	"032_CRa_H9M5_M470_Blank_08_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.9"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_09_high_neg"	"037_CRa_H9M5_M470_Blank_09_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.10"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_10_high_neg"	"041_CRa_H9M5_M470_Blank_10_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Blank.11"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_11_high_neg"	"047_CRa_H9M5_M470_Blank_11_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Pool.1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_01_high_neg"	"002_CRa_H9M5_M470_Pool_01_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Pool.2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_02_high_neg"	"003_CRa_H9M5_M470_Pool_02_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Pool.3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_03_high_neg"	"014_CRa_H9M5_M470_Pool_03_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Pool.4"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_04_high_neg"	"023_CRa_H9M5_M470_Pool_04_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Pool.5"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_05_high_neg"	"033_CRa_H9M5_M470_Pool_05_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"Pool.6"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_06_high_neg"	"042_CRa_H9M5_M470_Pool_06_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Separate"	""	""
"C01.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01_K1_ges_neg"	"012_CRa_H9M5_M470_C01_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"C03.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03_K1_ges_neg"	"025_CRa_H9M5_M470_C03_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"C14.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14_K1_ges_neg"	"030_CRa_H9M5_M470_C14_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"L01.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01_K1_ges_neg"	"034_CRa_H9M5_M470_L01_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"L03.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03_K1_ges_neg"	"040_CRa_H9M5_M470_L03_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"L14.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14_K1_ges_neg"	"044_CRa_H9M5_M470_L14_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"H01.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K1_ges_neg"	"006_CRa_H9M5_M470_H01_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"H03.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K1_ges_neg"	"017_CRa_H9M5_M470_H03_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"H14.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K1_ges_neg"	"008_CRa_H9M5_M470_H14_K1_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 1"	""	""	"Full range"	""	""
"C01.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01_K2_ges_neg"	"035_CRa_H9M5_M470_C01_K2_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"C03.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03_K2_ges_neg"	"039_CRa_H9M5_M470_C03_K2_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"C14.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14_K2_ges_neg"	"011_CRa_H9M5_M470_C14_K2_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"L01.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01_K2_ges_neg"	"007_CRa_H9M5_M470_L01_K2_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"L03.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03_K2_ges_neg"	"021_CRa_H9M5_M470_L03_K2_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"L14.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14_K2_ges_neg"	"045_CRa_H9M5_M470_L14_K2_ges_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 2"	""	""	"Full range"	""	""
