"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Calibrant list]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Metabolite Assignment File"
"batch05_S04"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_S04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_S04"	"batch05_S04__Dataset01_IRF.zip"	"Averaging of transients"	"batch05_S04__Dataset02_AT"	"batch05_S04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch05_S04__Dataset03_FS"	"batch05_S04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch05_S04__Dataset05_SPL"	"batch05_S04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch05_S04__Dataset06_FPL"	"batch05_S04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch05_S08"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_S08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_S08"	"batch05_S08__Dataset01_IRF.zip"	"Averaging of transients"	"batch05_S08__Dataset02_AT"	"batch05_S08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch05_S08__Dataset03_FS"	"batch05_S08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch05_S08__Dataset05_SPL"	"batch05_S08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch05_S08__Dataset06_FPL"	"batch05_S08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch05_C04"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_C04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_C04"	"batch05_C04__Dataset01_IRF.zip"	"Averaging of transients"	"batch05_C04__Dataset02_AT"	"batch05_C04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch05_C04__Dataset03_FS"	"batch05_C04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch05_C04__Dataset05_SPL"	"batch05_C04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch05_C04__Dataset06_FPL"	"batch05_C04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch05_S10"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_S10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_S10"	"batch05_S10__Dataset01_IRF.zip"	"Averaging of transients"	""	""	"Apodisation, Zero-filling and Fourier Transformation"	""	""	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	""	""	"Replicate Filtering"	""	""	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	""	"PQN Normalisation"	""	""	"Batch Correction"	""	""	"Spectral Cleaning"	""	""	"Missing Values Imputation - KNN"	""	""	"Glog Transformation"	""	""	""
"batch05_C09"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_C09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_C09"	"batch05_C09__Dataset01_IRF.zip"	"Averaging of transients"	""	""	"Apodisation, Zero-filling and Fourier Transformation"	""	""	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	""	""	"Replicate Filtering"	""	""	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	""	"PQN Normalisation"	""	""	"Batch Correction"	""	""	"Spectral Cleaning"	""	""	"Missing Values Imputation - KNN"	""	""	"Glog Transformation"	""	""	""
"batch05_QC24"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_QC24"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_QC24"	"batch05_QC24__Dataset01_IRF.zip"	"Averaging of transients"	"batch05_QC24__Dataset02_AT"	"batch05_QC24__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch05_QC24__Dataset03_FS"	"batch05_QC24__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch05_QC24__Dataset05_SPL"	"batch05_QC24__Dataset05_SPL.zip"	"Replicate Filtering"	"batch05_QC24__Dataset06_FPL"	"batch05_QC24__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch05_B04"	"Extraction"	"80:20 methanol/water"	"other"	"batch05_B04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch05_B04"	"batch05_B04__Dataset01_IRF.zip"	"Averaging of transients"	"batch05_B04__Dataset02_AT"	"batch05_B04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch05_B04__Dataset03_FS"	"batch05_B04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch05_B04__Dataset05_SPL"	"batch05_B04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch05_B04__Dataset06_FPL"	"batch05_B04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_B05"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_B05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_B05"	"batch06_B05__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_B05__Dataset02_AT"	"batch06_B05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_B05__Dataset03_FS"	"batch06_B05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_B05__Dataset05_SPL"	"batch06_B05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_B05__Dataset06_FPL"	"batch06_B05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_QC25"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_QC25"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_QC25"	"batch06_QC25__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_QC25__Dataset02_AT"	"batch06_QC25__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_QC25__Dataset03_FS"	"batch06_QC25__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_QC25__Dataset05_SPL"	"batch06_QC25__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_QC25__Dataset06_FPL"	"batch06_QC25__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C05"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C05"	"batch06_C05__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C05__Dataset02_AT"	"batch06_C05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C05__Dataset03_FS"	"batch06_C05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C05__Dataset05_SPL"	"batch06_C05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C05__Dataset06_FPL"	"batch06_C05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S03"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S03"	"batch06_S03__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S03__Dataset02_AT"	"batch06_S03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S03__Dataset03_FS"	"batch06_S03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S03__Dataset05_SPL"	"batch06_S03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S03__Dataset06_FPL"	"batch06_S03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S07"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S07"	"batch06_S07__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S07__Dataset02_AT"	"batch06_S07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S07__Dataset03_FS"	"batch06_S07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S07__Dataset05_SPL"	"batch06_S07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S07__Dataset06_FPL"	"batch06_S07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C01"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C01"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C01"	"batch06_C01__Dataset01_IRF.zip"	"Averaging of transients"	""	""	"Apodisation, Zero-filling and Fourier Transformation"	""	""	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	""	""	"Replicate Filtering"	""	""	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	""	"PQN Normalisation"	""	""	"Batch Correction"	""	""	"Spectral Cleaning"	""	""	"Missing Values Imputation - KNN"	""	""	"Glog Transformation"	""	""	""
"batch06_C10"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C10"	"batch06_C10__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C10__Dataset02_AT"	"batch06_C10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C10__Dataset03_FS"	"batch06_C10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C10__Dataset05_SPL"	"batch06_C10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C10__Dataset06_FPL"	"batch06_C10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_QC26"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_QC26"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_QC26"	"batch06_QC26__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_QC26__Dataset02_AT"	"batch06_QC26__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_QC26__Dataset03_FS"	"batch06_QC26__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_QC26__Dataset05_SPL"	"batch06_QC26__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_QC26__Dataset06_FPL"	"batch06_QC26__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S01"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S01"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S01"	"batch06_S01__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S01__Dataset02_AT"	"batch06_S01__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S01__Dataset03_FS"	"batch06_S01__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S01__Dataset05_SPL"	"batch06_S01__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S01__Dataset06_FPL"	"batch06_S01__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C03"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C03"	"batch06_C03__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C03__Dataset02_AT"	"batch06_C03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C03__Dataset03_FS"	"batch06_C03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C03__Dataset05_SPL"	"batch06_C03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C03__Dataset06_FPL"	"batch06_C03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S05"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S05"	"batch06_S05__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S05__Dataset02_AT"	"batch06_S05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S05__Dataset03_FS"	"batch06_S05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S05__Dataset05_SPL"	"batch06_S05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S05__Dataset06_FPL"	"batch06_S05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
