"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Stress]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gene knockout]"	"Term Source REF"	"Term Accession Number"
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
