"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MH0189"	"Extraction"	""	""	"MH0189"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0191"	"Extraction"	""	""	"MH0191"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0192"	"Extraction"	""	""	"MH0192"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0193"	"Extraction"	""	""	"MH0193"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0195"	"Extraction"	""	""	"MH0195"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0196"	"Extraction"	""	""	"MH0196"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0197"	"Extraction"	""	""	"MH0197"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0198"	"Extraction"	""	""	"MH0198"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0199"	"Extraction"	""	""	"MH0199"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0200"	"Extraction"	""	""	"MH0200"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0203"	"Extraction"	""	""	"MH0203"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0204"	"Extraction"	""	""	"MH0204"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0205"	"Extraction"	""	""	"MH0205"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0206"	"Extraction"	""	""	"MH0206"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0211"	"Extraction"	""	""	"MH0211"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0212"	"Extraction"	""	""	"MH0212"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0217"	"Extraction"	""	""	"MH0217"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0220"	"Extraction"	""	""	"MH0220"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0221"	"Extraction"	""	""	"MH0221"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0222"	"Extraction"	""	""	"MH0222"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0224"	"Extraction"	""	""	"MH0224"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0227"	"Extraction"	""	""	"MH0227"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0229"	"Extraction"	""	""	"MH0229"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0230"	"Extraction"	""	""	"MH0230"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0233"	"Extraction"	""	""	"MH0233"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0234"	"Extraction"	""	""	"MH0234"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0236"	"Extraction"	""	""	"MH0236"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0238"	"Extraction"	""	""	"MH0238"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0239"	"Extraction"	""	""	"MH0239"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0243"	"Extraction"	""	""	"MH0243"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0244"	"Extraction"	""	""	"MH0244"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0245"	"Extraction"	""	""	"MH0245"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0246"	"Extraction"	""	""	"MH0246"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0247"	"Extraction"	""	""	"MH0247"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0250"	"Extraction"	""	""	"MH0250"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0251"	"Extraction"	""	""	"MH0251"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
