"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Experiment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"1cIV619"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"1cIV630"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cIV582"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cIV598"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cIV602"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cIV612"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cIV622"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cIV632"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"5cIV584"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"5cIV600"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"5cIV604"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"5cIV614"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"5cIV624"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"5cIV634"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
