"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"V8 1 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 1 8 "	"V8 1 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 12 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 12 7"	"V8 12 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 17 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 17 7 "	"V8 17 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 22 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 22 7"	"V8 22 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 27 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 27 7"	"V8 27 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 6 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 6 8"	"V8 6 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 8 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 8 7 "	"V8 8 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 1 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 1 8"	"V9 1 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 12 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 12 7 "	"V9 12 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 17 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 17 7 "	"V9 17 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 22 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 22 7"	"V9 22 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 27 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 27 7 "	"V9 27 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 6 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 6 8 "	"V9 6 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 8 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 8 7"	"V9 8 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 10 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 10 9"	"V1 10 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 15 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 15 9"	"V1 15 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 17 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 17 8"	"V1 17 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 21 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 21 8 "	"V1 21 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 26 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 26 8"	"V1 26 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 31 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 31 8 "	"V1 31 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 5 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 5 9"	"V1 5 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 10 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 10 9"	"V10 10 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 15 9 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 15 9 "	"V10 15 9 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 17 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 17 8 "	"V10 17 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 21 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 21 8 "	"V10 21 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 26 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 26 8 "	"V10 26 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 31 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 31 8 "	"V10 31 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 5 9 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 5 9 "	"V10 5 9 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 15 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 15 9"	"V11 15 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 17 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 17 8"	"V11 17 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 21 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 21 8"	"V11 21 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 26 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 26 8"	"V11 26 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 31 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 31 8"	"V11 31 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 5 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 5 9"	"V11 5 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 10 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 10 9"	"V12 10 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 15 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 15 9"	"V12 15 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 17 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 17 8"	"V12 17 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 21 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 21 8"	"V12 21 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 26 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 26 8"	"V12 26 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 31 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 31 8"	"V12 31 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V12 5 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V12 5 9"	"V12 5 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 10 9 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 10 9 "	"V2 10 9 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
