"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch number]"	"Term Source REF"	"Term Accession Number"
"C19"	"Extraction"	""	""	"ex_C19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C4_28"	"targeted_positive_lipid2_20121114_Lipdi_2_C4_28.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"127"	""	""	"2"	""	""
"C20"	"Extraction"	""	""	"ex_C20"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C3_27"	"targeted_positive_lipid1_20121114_Lipid_1_C3_27.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"30"	""	""	"1"	""	""
"C21"	"Extraction"	""	""	"ex_C21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F2_62"	"targeted_positive_lipid2_20121114_Lipdi_2_F2_62.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"161"	""	""	"2"	""	""
"C22"	"Extraction"	""	""	"ex_C22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A3_3"	"targeted_positive_lipid2_20121114_Lipdi_2_A3_3.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"102"	""	""	"2"	""	""
"C23"	"Extraction"	""	""	"ex_C23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A5_5"	"targeted_positive_lipid1_20121114_Lipid_1_A5_5.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"8"	""	""	"1"	""	""
"C24"	"Extraction"	""	""	"ex_C24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A2_2"	"targeted_positive_lipid1_20121114_Lipid_1_A2_2.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"5"	""	""	"1"	""	""
"C25"	"Extraction"	""	""	"ex_C25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B11_23"	"targeted_positive_lipid2_20121114_Lipdi_2_B11_23.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"110"	""	""	"2"	""	""
"C26"	"Extraction"	""	""	"ex_C26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_D12_48"	"targeted_positive_lipid1_20121114_Lipid_1_D12_48.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"39"	""	""	"1"	""	""
"C27"	"Extraction"	""	""	"ex_C27"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B11_23"	"targeted_positive_lipid1_20121114_Lipid_1_B11_23.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"14"	""	""	"1"	""	""
"C28"	"Extraction"	""	""	"ex_C28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C2_26"	"targeted_positive_lipid1_20121114_Lipid_1_C2_26.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"29"	""	""	"1"	""	""
"C29"	"Extraction"	""	""	"ex_C29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B10_22"	"targeted_positive_lipid2_20121114_Lipdi_2_B10_22.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"109"	""	""	"2"	""	""
"C30"	"Extraction"	""	""	"ex_C30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F12_72"	"targeted_positive_lipid2_20121114_Lipdi_2_F12_72.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"159"	""	""	"2"	""	""
"D01"	"Extraction"	""	""	"ex_D01"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A8_8"	"targeted_positive_lipid2_20121114_Lipdi_2_A8_8.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"107"	""	""	"2"	""	""
"D02"	"Extraction"	""	""	"ex_D02"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_G5_77"	"targeted_positive_lipid2_20121114_Lipdi_2_G5_77.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"176"	""	""	"2"	""	""
"D03"	"Extraction"	""	""	"ex_D03"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F5_65"	"targeted_positive_lipid1_20121114_Lipid_1_F5_65.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"68"	""	""	"1"	""	""
"D04"	"Extraction"	""	""	"ex_D04"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D3_39"	"targeted_positive_lipid2_20121114_Lipdi_2_D3_39.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"138"	""	""	"2"	""	""
"D05"	"Extraction"	""	""	"ex_D05"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C9_33"	"targeted_positive_lipid2_20121114_Lipdi_2_C9_33.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"132"	""	""	"2"	""	""
"D06"	"Extraction"	""	""	"ex_D06"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A7_7"	"targeted_positive_lipid2_20121114_Lipdi_2_A7_7.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"106"	""	""	"2"	""	""
"D07"	"Extraction"	""	""	"ex_D07"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_G2_74"	"targeted_positive_lipid1_20121114_Lipid_1_G2_74.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"77"	""	""	"1"	""	""
"D08"	"Extraction"	""	""	"ex_D08"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D8_44"	"targeted_positive_lipid2_20121114_Lipdi_2_D8_44.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"143"	""	""	"2"	""	""
"D09"	"Extraction"	""	""	"ex_D09"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_H1_85"	"targeted_positive_lipid1_20121114_Lipid_1_H1_85.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"88"	""	""	"1"	""	""
"D10"	"Extraction"	""	""	"ex_D10"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D1_37"	"targeted_positive_lipid2_20121114_Lipdi_2_D1_37.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"136"	""	""	"2"	""	""
"D11"	"Extraction"	""	""	"ex_D11"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C5_29"	"targeted_positive_lipid1_20121114_Lipid_1_C5_29.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"32"	""	""	"1"	""	""
"D12"	"Extraction"	""	""	"ex_D12"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_G11_83"	"targeted_positive_lipid2_20121114_Lipdi_2_G11_83.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"170"	""	""	"2"	""	""
"D13"	"Extraction"	""	""	"ex_D13"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_G4_76"	"targeted_positive_lipid2_20121114_Lipdi_2_G4_76.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"175"	""	""	"2"	""	""
"D14"	"Extraction"	""	""	"ex_D14"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A11_11"	"targeted_positive_lipid2_20121114_Lipdi_2_A11_11.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"98"	""	""	"2"	""	""
"D15"	"Extraction"	""	""	"ex_D15"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A1_1"	"targeted_positive_lipid2_20121114_Lipdi_2_A1_1.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"100"	""	""	"2"	""	""
"D16"	"Extraction"	""	""	"ex_D16"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F11_71"	"targeted_positive_lipid2_20121114_Lipdi_2_F11_71.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"158"	""	""	"2"	""	""
"D17"	"Extraction"	""	""	"ex_D17"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H4_88"	"targeted_positive_lipid2_20121114_Lipdi_2_H4_88.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"187"	""	""	"2"	""	""
"D18"	"Extraction"	""	""	"ex_D18"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B9_21"	"targeted_positive_lipid2_20121114_Lipdi_2_B9_21.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"120"	""	""	"2"	""	""
"D19"	"Extraction"	""	""	"ex_D19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F9_69"	"targeted_positive_lipid1_20121114_Lipid_1_F9_69.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"72"	""	""	"1"	""	""
"D20"	"Extraction"	""	""	"ex_D20"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_H2_86"	"targeted_positive_lipid1_20121114_Lipid_1_H2_86.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"89"	""	""	"1"	""	""
"D21"	"Extraction"	""	""	"ex_D21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B5_17"	"targeted_positive_lipid1_20121114_Lipid_1_B5_17.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"20"	""	""	"1"	""	""
"D22"	"Extraction"	""	""	"ex_D22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D4_40"	"targeted_positive_lipid2_20121114_Lipdi_2_D4_40.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"139"	""	""	"2"	""	""
"D23"	"Extraction"	""	""	"ex_D23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C2_26"	"targeted_positive_lipid2_20121114_Lipdi_2_C2_26.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"125"	""	""	"2"	""	""
"D24"	"Extraction"	""	""	"ex_D24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F10_70"	"targeted_positive_lipid1_20121114_Lipid_1_F10_70.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"61"	""	""	"1"	""	""
"D25"	"Extraction"	""	""	"ex_D25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_D5_41"	"targeted_positive_lipid1_20121114_Lipid_1_D5_41.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"44"	""	""	"1"	""	""
"D26"	"Extraction"	""	""	"ex_D26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_E1_49"	"targeted_positive_lipid2_20121114_Lipdi_2_E1_49.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"148"	""	""	"2"	""	""
"D27"	"Extraction"	""	""	"ex_D27"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B7_19"	"targeted_positive_lipid2_20121114_Lipdi_2_B7_19.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"118"	""	""	"2"	""	""
