Sample Name	Beta	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
M-6		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	M-6	M-6-5.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
N-6		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	N-6	N-6-1.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
N-6		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	N-6	N-6-2.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
N-6		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	N-6	N-6-3.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
N-6		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	N-6	N-6-4.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
N-6		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	N-6	N-6-5.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Blank		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Blank	Y18E08_P062Y18E07_STA01_T004_BLANK_101.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Blank		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Blank	Y18E08_P062Y18E07_STA01_T004_BLANK_102.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Blank		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Blank	Y18E08_P062Y18E07_STA01_T004_BLANK_103.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Blank		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Blank	Y18E08_P062Y18E07_STA01_T004_BLANK_104.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Blank		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Blank	Y18E08_P062Y18E07_STA01_T004_BLANK_105.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal1		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal1	Y18E08_P062Y18E07_STA01_T004_CAL1_101.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal1		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal1	Y18E08_P062Y18E07_STA01_T004_CAL1_102.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal1		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal1	Y18E08_P062Y18E07_STA01_T004_CAL1_103.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal1		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal1	Y18E08_P062Y18E07_STA01_T004_CAL1_104.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal1		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal1	Y18E08_P062Y18E07_STA01_T004_CAL1_105.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal2		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal2	Y18E08_P062Y18E07_STA01_T004_CAL2_101.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal2		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal2	Y18E08_P062Y18E07_STA01_T004_CAL2_102.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal2		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal2	Y18E08_P062Y18E07_STA01_T004_CAL2_103.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal2		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal2	Y18E08_P062Y18E07_STA01_T004_CAL2_104.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal2		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal2	Y18E08_P062Y18E07_STA01_T004_CAL2_105.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal3		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal3	Y18E08_P062Y18E07_STA01_T004_CAL3_101.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal3		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal3	Y18E08_P062Y18E07_STA01_T004_CAL3_102.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal3		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal3	Y18E08_P062Y18E07_STA01_T004_CAL3_103.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal3		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal3	Y18E08_P062Y18E07_STA01_T004_CAL3_104.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal3		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal3	Y18E08_P062Y18E07_STA01_T004_CAL3_105.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal4		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal4	Y18E08_P062Y18E07_STA01_T004_CAL4_101.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal4		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal4	Y18E08_P062Y18E07_STA01_T004_CAL4_102.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal4		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal4	Y18E08_P062Y18E07_STA01_T004_CAL4_103.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal4		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal4	Y18E08_P062Y18E07_STA01_T004_CAL4_104.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal4		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal4	Y18E08_P062Y18E07_STA01_T004_CAL4_105.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal5		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal5	Y18E08_P062Y18E07_STA01_T004_CAL5_101.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
Cal5		Extraction				Chromatography	Waters ACQUITY UPLC system	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000877		"CORTECS UPLC C18 (1.6 µm, 2.1 mm x 100 mm; Waters)"	reverse phase	"CORTECS C18 VanGuard Pre-column (1.6 µm, 2.1 mm x 5 mm; Waters)"					Mass spectrometry	Negative	375-401	Waters Xevo TQ-S	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000685	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000698	Cal5	Y18E08_P062Y18E07_STA01_T004_CAL5_102.CDF	Data transformation			Metabolite identification		m_MTBLS1846_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
