"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T2_1"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T2_2"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T2_3"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T2_4"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T4_1"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T4_2"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T4_2_141014222217"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T4_4"	"CAZ8xMIC"	""	""	"Ceftazidime 2 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"CAZ8xMIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"ISDnegc"	"CAZ8xMIC"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"ISDposc"	"CAZ8xMIC"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_1c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_2c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_3c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_4c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_1c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_2c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_3c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_4c"	"CAZ8xMIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"CAZ8xMIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_1_7"	"CAZ8xMIC"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_2_1"	"CAZ8xMIC"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_3_1"	"CAZ8xMIC"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"blank"	""	""	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"blank"	""	""	"Sample collection"	"blank1"	"CAZ8xMIC"	""	""	"Blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled"	"CAZ8xMIC"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T2_1d"	"AZ24_HILIC"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T2_2d"	"AZ24_HILIC"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T2_3d"	"AZ24_HILIC"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T4_1d"	"AZ24_HILIC"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T4_2d"	"AZ24_HILIC"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T4_4d"	"AZ24_HILIC"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_1d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_2d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_3d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_1d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_3d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_5d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_4d"	"AZ24_HILIC"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ24_HILIC"	"blank"	""	""	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"blank"	""	""	"Sample collection"	"BLANKd"	"AZ24_HILIC"	""	""	"Blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"ISDnegd"	"AZ24_HILIC"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"ISDposd"	"AZ24_HILIC"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_1d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_2d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_3d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_4d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_1d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_2d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_3d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_1d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_2d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_3d"	"AZ24_HILIC"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_4d"	"AZ24_HILIC"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_5d"	"AZ24_HILIC"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_6d"	"AZ24_HILIC"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ24_HILIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_7d"	"AZ24_HILIC"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ24_HILIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_1_4d"	"AZ24_HILIC"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_2_1d"	"AZ24_HILIC"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ24_HILIC"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_3_1d"	"AZ24_HILIC"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_1e"	"AZ5_lipids"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_2e"	"AZ5_lipids"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_3e"	"AZ5_lipids"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_1e"	"AZ5_lipids"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_2e"	"AZ5_lipids"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_3e"	"AZ5_lipids"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T0_1e"	"AZ5_lipids"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T0_2e"	"AZ5_lipids"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
