"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Level measurement type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Cell number]"	"Term Source REF"	"Term Accession Number"
"15_3"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_3"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_4"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_4"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_5"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_5"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_6"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_6"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_7"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_7"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_8"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_8"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_9"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_9"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_10"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_10"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_11"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_11"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_12"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_12"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_13"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_13"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_14"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_14"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_15"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_15"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_16"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_16"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_17"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_17"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_18"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_18"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_19"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_19"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_20"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_20"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_21"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_21"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_22"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_22"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_23"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_23"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_24"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_24"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_25"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_25"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_26"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_26"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_27"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_27"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_28"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_28"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_29"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_29"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_30"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_30"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_31"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_31"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_32"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_32"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_33"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_33"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_34"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_34"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_35"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_35"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_36"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_36"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_37"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_37"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_38"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_38"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_39"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_39"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_40"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_40"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_41"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_41"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_42"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_42"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_43"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_43"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_44"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_44"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_45"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_45"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_46"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_46"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_47"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_47"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_48"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_48"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_49"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_49"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_50"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_50"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_51"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_51"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_52"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_52"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_53"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_53"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_54"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_54"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_55"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_55"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_56"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_56"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_57"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_57"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_58"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_58"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_59"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_59"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_60"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_60"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_61"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_61"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
