"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Biol. Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Tech. replicate]"	"Term Source REF"	"Term Accession Number"
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_3_#2_E4_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_E4_1"	"RP_1mgsDHB_plus5mgsDHB_0_E4_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"2A"	""	""
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_3_#3_L21_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L21_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L21_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"3A"	""	""
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_3_#4_M4_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M4_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M4_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"4A"	""	""
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_4_#1_P19_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_HT29_VU_4_dupl1u2_80lp_0_P19_1"	"RP_HT29_VU_4_dupl1u2_80lp_0_P19_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"1B"	""	""
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_4_#2_H20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Dupl1and2_rowH_0_H20_1"	"Dupl1and2_rowH_0_H20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"2A"	""	""
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_4_#3_I5_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I5_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I5_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"3A"	""	""
"HT29_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"HT29_VU_4_#4_P20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P20_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"4A"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_1_#1_I13_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_KM12_VU_1_dupl1u2_80lp_0_I13_1"	"RP_KM12_VU_1_dupl1u2_80lp_0_I13_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"1B"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_1_#2_I14_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_KM12_VU_1_dupl1u2_80lp_0_I14_1"	"RP_KM12_VU_1_dupl1u2_80lp_0_I14_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"2B"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_1_#3_P11_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P11_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P11_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"3A"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_1_#4_I14_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I14_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I14_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"4A"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_2_#1_C23_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_C23_1"	"RP_1mgsDHB_plus5mgsDHB_0_C23_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"1A"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_2_#2_K24_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_KM12_VU_2_dupl1u2_80lp_0_K24_1"	"RP_KM12_VU_2_dupl1u2_80lp_0_K24_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"2B"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_3_#1_N19_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_KM12_VU_3_dupl1u2_80lp_0_N19_1"	"RP_KM12_VU_3_dupl1u2_80lp_0_N19_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"1B"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_3_#2_F20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_F20_1"	"RP_1mgsDHB_plus5mgsDHB_0_F20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"2A"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_3_#4_N20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_N20_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_N20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"4A"	""	""
"KM12_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"KM12_VU_4_#4_P16_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P16_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P16_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"4A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_1_#1_B15_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_B15_1"	"RP_1mgsDHB_plus5mgsDHB_0_B15_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"1A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_1_#2_J16_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_LOVO_1_dupl1u2_80lp_0_J16_1"	"RP_LOVO_1_dupl1u2_80lp_0_J16_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"2B"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_1_#4_J16_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J16_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J16_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"4A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_2_#1_C11_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_C11_1"	"RP_1mgsDHB_plus5mgsDHB_0_C11_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"1A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_2_#2_C12_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_C12_1"	"RP_1mgsDHB_plus5mgsDHB_0_C12_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"2A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_2_#2_K12_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_LOVO_2_dupl1u2_80lp_0_K12_1"	"RP_LOVO_2_dupl1u2_80lp_0_K12_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"2B"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_2_#4_K12_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_K12_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_K12_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"4A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_3_#1_F1_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_F1_1"	"RP_1mgsDHB_plus5mgsDHB_0_F1_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"1A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_3_#2_F2_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_F2_1"	"RP_1mgsDHB_plus5mgsDHB_0_F2_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"2A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_3_#4_N2_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_N2_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_N2_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"4A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_4_#1_G19_NOrecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_LOVO_4_dupl1u2_80lp_0_G19_1"	"RP_LOVO_4_dupl1u2_80lp_0_G19_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"1a"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_4_#2_O20_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_LOVO_4_dupl1u2_80lp_0_O20_1"	"RP_LOVO_4_dupl1u2_80lp_0_O20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"2B"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_4_#3_J5_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J5_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J5_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"3A"	""	""
"LOVO"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LOVO_4_#4_O20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_O20_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_O20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"4A"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#1B_A13"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"1b_0_A13_1"	"1b_0_A13_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"1B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#1B_D5"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"1b_0_D5_1"	"1b_0_D5_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"1B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#1B_E19"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"1b_0_E19_1"	"1b_0_E19_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"1B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#2B_A14"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2b_0_A14_1"	"2b_0_A14_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"2B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#2B_D6"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2b_0_D6_1"	"2b_0_D6_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"2B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#2B_E20"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"2b_0_E20_1"	"2b_0_E20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"2B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#3B_I13"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"3b_0_I13_1"	"3b_0_I13_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"3B"	""	""
"LS174T_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"LS174T_VU_#3B_L5"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"3b_0_L5_1"	"3b_0_L5_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"3B"	""	""
