"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Ionisation]"	"Term Source REF"	"Term Accession Number"
"FAL-mix_C19-TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FAL-mix_C19-TMS"	"FAL-mix_C19-TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FAL-mix_C20-TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FAL-mix_C20-TMS"	"FAL-mix_C20-TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FAL-mix_C21-TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FAL-mix_C21-TMS"	"FAL-mix_C21-TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FAL-mix_C22-TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FAL-mix_C22-TMS"	"FAL-mix_C22-TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FAL-mix_C23-TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FAL-mix_C23-TMS"	"FAL-mix_C23-TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FAL-mix_C24-TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FAL-mix_C24-TMS"	"FAL-mix_C24-TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Ferrulic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Ferrulic acid"	"Ferrulic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Ferrulic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Ferrulic acid byproduct peak"	"Ferrulic acid_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C10-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C10-0_TMS"	"FFA-mix_C10-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C12-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C12-0_TMS"	"FFA-mix_C12-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C14-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C14-0_TMS"	"FFA-mix_C14-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C14-1_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C14-1_TMS"	"FFA-mix_C14-1_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C16-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C16-0_TMS"	"FFA-mix_C16-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C16-1_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C16-1_TMS"	"FFA-mix_C16-1_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C18-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C18-0_TMS"	"FFA-mix_C18-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C18-1_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C18-1_TMS"	"FFA-mix_C18-1_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C20-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C20-0_TMS"	"FFA-mix_C20-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C6-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C6-0_TMS"	"FFA-mix_C6-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"FFA-mix_C8-0_TMS"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"FFA-mix_C8-0_TMS"	"FFA-mix_C8-0_TMS.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fructose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fructose"	"Fructose1.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fructose 6 phosphate"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fructose 6 phosphate"	"Fructose 6 phosphate.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fructose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fructose byproduct peak"	"Fructose2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fucose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fucose"	"Fucose.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fucose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fucose byproduct peak"	"Fucose_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fucosterol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fucosterol"	"Fucosterol.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Fumaric acid 18V-EI"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Fumaric acid 18V-EI"	"Fumaric acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"GABA"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"GABA"	"GABA.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactinol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactinol"	"Galactinol.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactitol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactitol"	"Galactitol.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactono-1,4-lactone"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactono-1,4-lactone"	"Galactono-1,4-lactone.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactosamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactosamine"	"Galactosamine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactosamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactosamine byproduct peak"	"Galactosamine_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactosamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactosamine byproduct peak2"	"Galactosamine_3.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactose"	"Galactose.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galactose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galactose byproduct peak"	"Galactose_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galacturonic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galacturonic acid"	"Galacturonic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Galacturonic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galacturonic acid byproduct peak"	"Galacturonic acid_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
