Sample Name	Comment[Duplicate samples yes or no]	Comment[technology type]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Protocol REF	Comment[Haplotype reconstruction]	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[haplotype dosage]	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Comment[HS.hdf5]
Outbred24	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping709	V5N_RAT_10aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.89.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred240	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping710	VBN_RAT_08jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.89.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred242	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping711	RATDIV_BA_0242_B08Plate30.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.89.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred243	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping712	VBQ_RAT_11aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred244	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping713	VBR_RAT_08jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred245	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping714	VBS_RAT_28jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred246	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping715	VBT_RAT_08jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred247	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping716	VBU_RAT_11aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred248	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping717	VBV_RAT_25aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred249	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping718	VBW_RAT_25aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred25	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping719	RATDIV_BA_0025_B03Plate30.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.90.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred250	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping720	VBX_RAT_03aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred251	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping721	VBY_RAT_08jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred252	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping722	VBZ_RAT_27jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred253	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping723	VC0_RAT_08jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred256	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping724	VC3_RAT_22jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred258	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping725	VC5_RAT_22jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred259	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping726	VC6_RAT_11aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred26	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping727	V5P_RAT_28jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.91.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred260	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping728	VC7_RAT_22jul10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.92.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred261	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping729	VC8_RAT_03aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.92.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
Outbred263	no	Affymetrix RATDIV SNP array	DNA extraction and genotyping	Genotyping730	VCA_RAT_10aug10.CEL	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.raw.92.zip	Genotype calling	E-MTAB-2332.processed.1.zip	ArrayExpress	E-MTAB-2332	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2332/E-MTAB-2332.processed.1.zip	Selection of a subset of high quality SNPs for haplotype reconstruction	markers_selected_for_Rn50.txt	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	Haplotype reconstruction in the outbred rats	Haplotype reconstruction with HAPPY	haplotype_dosages_Rnor50.tar.gz	figshare	http://dx.doi.org/10.6084/m9.figshare.943485_D6	Correspondence with IDs used elsewhere in this study can be found in Table 6	HS.hdf5	ArrayExpress	E-MTAB-2332	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/	this data resource also contains genotype information imputed from haplotype_dosages.Rnor50.tar.gz and merge_factors.Rdata using the Rn50 R. norvegicus assembly
