"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[harvesting time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[siRNA]"	"Term Source REF"	"Term Accession Number"
"Mouse liver 52"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-3"	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 53"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-4"	"3"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 54"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-5"	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 55"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-6"	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 56"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-7"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 57"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-8"	"7"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 58"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-9"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 59"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-10"	"9"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 60"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-11"	"10"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 61"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-12"	"11"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 62"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-13"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 63"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-14"	"13"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 64"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-15"	"14"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 65"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-16"	"15"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 66"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-17"	"16"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 67"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-18"	"17"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 68"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-19"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 69"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-20"	"19"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 70"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-21"	"20"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 71"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-22"	"21"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 72"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-23"	"22"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 73"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-24"	"23"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 74"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-25"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 75"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-26"	"25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 76"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-27"	"26"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 77"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-28"	"27"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 78"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-29"	"28"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 79"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-30"	"29"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 80"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-31"	"30"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 81"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-32"	"31"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 82"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-33"	"32"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 83"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-34"	"33"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 84"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-35"	"34"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 85"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-36"	"35"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 86"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-37"	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 87"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-38"	"37"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 88"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-39"	"38"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 89"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-40"	"39"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 90"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-41"	"40"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 91"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-42"	"41"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 92"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-43"	"42"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 93"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-44"	"43"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 94"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-45"	"44"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 95"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-46"	"45"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 96"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-47"	"46"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 97"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-48"	"47"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
