"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"LivSet1-41"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-41"	"Sai_Liv_Set1_May_13_2015_077.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 40 bio rep 1, technical replicate 1"	""	""
"LivSet1-41"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-41(2)"	"Sai_Liv_Set1_May_13_2015_074.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 40 bio rep 1, technical replicate 2"	""	""
"LivSet1-42"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-42"	"Sai_Liv_Set1_May_13_2015_065.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 41 bio rep 1, technical replicate 1"	""	""
"LivSet1-42"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-42(2)"	"Sai_Liv_Set1_May_13_2015_060.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 41 bio rep 1, technical replicate 2"	""	""
"LivSet1-43"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-43"	"Sai_Liv_Set1_May_13_2015_030.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 42 bio rep 1, technical replicate 1"	""	""
"LivSet1-43"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-43(2)"	"Sai_Liv_Set1_May_13_2015_088.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 42 bio rep 1, technical replicate 2"	""	""
"LivSet1-44"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-44"	"Sai_Liv_Set1_May_13_2015_096.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 43 bio rep 1, technical replicate 1"	""	""
"LivSet1-44"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-44(2)"	"Sai_Liv_Set1_May_13_2015_085.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 43 bio rep 1, technical replicate 2"	""	""
"LivSet1-45"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-45"	"Sai_Liv_Set1_May_13_2015_017.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 44 bio rep 1, technical replicate 1"	""	""
"LivSet1-45"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-45(2)"	"Sai_Liv_Set1_May_13_2015_108.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 44 bio rep 1, technical replicate 2"	""	""
"LivSet1-46"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-46"	"Sai_Liv_Set1_May_13_2015_070.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 45 bio rep 1, technical replicate 1"	""	""
"LivSet1-46"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-46(2)"	"Sai_Liv_Set1_May_13_2015_064.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 45 bio rep 1, technical replicate 2"	""	""
"LivSet1-47"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-47"	"Sai_Liv_Set1_May_13_2015_124.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 46 bio rep 1, technical replicate 1"	""	""
"LivSet1-47"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-47(2)"	"Sai_Liv_Set1_May_13_2015_098.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 46 bio rep 1, technical replicate 2"	""	""
"LivSet1-48"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-48"	"Sai_Liv_Set1_May_13_2015_122.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 47 bio rep 1, technical replicate 1"	""	""
"LivSet1-48"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-48(2)"	"Sai_Liv_Set1_May_13_2015_035.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 47 bio rep 1, technical replicate 2"	""	""
"LivSet2-1"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-1"	"Sai_Liv_Set2_May_19_2015_054.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 0 bio rep 2, technical replicate 1"	""	""
"LivSet2-1"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-1(2)"	"Sai_Liv_Set2_May_19_2015_098.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 0 bio rep 2, technical replicate 2"	""	""
"LivSet2-2"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-2"	"Sai_Liv_Set2_May_19_2015_106.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 1 bio rep 2, technical replicate 1"	""	""
"LivSet2-2"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-2(2)"	"Sai_Liv_Set2_May_19_2015_110.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 1 bio rep 2, technical replicate 2"	""	""
"LivSet2-3"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-3"	"Sai_Liv_Set2_May_19_2015_088.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 2 bio rep 2, technical replicate 1"	""	""
"LivSet2-3"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-3(2)"	"Sai_Liv_Set2_May_19_2015_113.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 2 bio rep 2, technical replicate 2"	""	""
"LivSet2-4"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-4"	"Sai_Liv_Set2_May_19_2015_018.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 3 bio rep 2, technical replicate 1"	""	""
"LivSet2-4"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-4(2)"	"Sai_Liv_Set2_May_19_2015_030.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 3 bio rep 2, technical replicate 2"	""	""
"LivSet2-5"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-5"	"Sai_Liv_Set2_May_19_2015_051.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 4 bio rep 2, technical replicate 1"	""	""
"LivSet2-5"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-5(2)"	"Sai_Liv_Set2_May_19_2015_127.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 4 bio rep 2, technical replicate 2"	""	""
"LivSet2-6"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-6"	"Sai_Liv_Set2_May_19_2015_086.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 5 bio rep 2, technical replicate 1"	""	""
"LivSet2-6"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-6(2)"	"Sai_Liv_Set2_May_19_2015_072.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 5 bio rep 2, technical replicate 2"	""	""
"LivSet2-7"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-7"	"Sai_Liv_Set2_May_19_2015_090.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 6 bio rep 2, technical replicate 1"	""	""
"LivSet2-7"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-7(2)"	"Sai_Liv_Set2_May_19_2015_125.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 6 bio rep 2, technical replicate 2"	""	""
"LivSet2-8"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-8"	"Sai_Liv_Set2_May_19_2015_085.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 7 bio rep 2, technical replicate 1"	""	""
"LivSet2-8"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-8(2)"	"Sai_Liv_Set2_May_19_2015_053.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 7 bio rep 2, technical replicate 2"	""	""
"LivSet2-9"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-9"	"Sai_Liv_Set2_May_19_2015_040.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 8 bio rep 2, technical replicate 1"	""	""
"LivSet2-9"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-9(2)"	"Sai_Liv_Set2_May_19_2015_084.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 8 bio rep 2, technical replicate 2"	""	""
"LivSet2-10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-10"	"Sai_Liv_Set2_May_19_2015_104.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 9 bio rep 2, technical replicate 1"	""	""
"LivSet2-10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-10(2)"	"Sai_Liv_Set2_May_19_2015_046.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 9 bio rep 2, technical replicate 2"	""	""
"LivSet2-11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-11"	"Sai_Liv_Set2_May_19_2015_120.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 10 bio rep 2, technical replicate 1"	""	""
"LivSet2-11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-11(2)"	"Sai_Liv_Set2_May_19_2015_029.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 10 bio rep 2, technical replicate 2"	""	""
"LivSet2-12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-12"	"Sai_Liv_Set2_May_19_2015_109.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 11 bio rep 2, technical replicate 1"	""	""
"LivSet2-12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-12(2)"	"Sai_Liv_Set2_May_19_2015_042.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 11 bio rep 2, technical replicate 2"	""	""
"LivSet2-13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-13"	"Sai_Liv_Set2_May_19_2015_077.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 12 bio rep 2, technical replicate 1"	""	""
