"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Cry1-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-16(2)"	"Cry1-16 technical replicate 2"	""	""	"Sai_KD_June_15_15_227.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-17"	"Cry1-17 technical replicate 1"	""	""	"Sai_KD_June_15_15_155.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-17(2)"	"Cry1-17 technical replicate 2"	""	""	"Sai_KD_June_15_15_297.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-18"	"Cry1-18 technical replicate 1"	""	""	"Sai_KD_June_15_15_089.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-18(2)"	"Cry1-18 technical replicate 2"	""	""	"Sai_KD_June_15_15_204.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-19"	"Cry1-19 technical replicate 1"	""	""	"Sai_KD_June_15_15_021.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-19(2)"	"Cry1-19 technical replicate 2"	""	""	"Sai_KD_June_15_15_272.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-20"	"Cry1-20 technical replicate 1"	""	""	"Sai_KD_June_15_15_049.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-20(2)"	"Cry1-20 technical replicate 2"	""	""	"Sai_KD_June_15_15_172.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-21"	"Cry1-21 technical replicate 1"	""	""	"Sai_KD_June_15_15_037.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-21(2)"	"Cry1-21 technical replicate 2"	""	""	"Sai_KD_June_15_15_197.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-22"	"Cry1-22 technical replicate 1"	""	""	"Sai_KD_June_15_15_103.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-22(2)"	"Cry1-22 technical replicate 2"	""	""	"Sai_KD_June_15_15_167.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-23"	"Cry1-23 technical replicate 1"	""	""	"Sai_KD_June_15_15_137.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-23(2)"	"Cry1-23 technical replicate 2"	""	""	"Sai_KD_June_15_15_277.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-24"	"Cry1-24 technical replicate 1"	""	""	"Sai_KD_June_15_15_070.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry1-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry1-24(2)"	"Cry1-24 technical replicate 2"	""	""	"Sai_KD_June_15_15_173.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-0"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-0"	"Cry2-0 technical replicate 1"	""	""	"Sai_KD_June_15_15_118.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-0"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-0(2)"	"Cry2-0 technical replicate 2"	""	""	"Sai_KD_June_15_15_217.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-1"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-1"	"Cry2-1 technical replicate 1"	""	""	"Sai_KD_June_15_15_104.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-1"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-1(2)"	"Cry2-1 technical replicate 2"	""	""	"Sai_KD_June_15_15_221.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-2"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-2"	"Cry2-2 technical replicate 1"	""	""	"Sai_KD_June_15_15_052.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-2"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-2(2)"	"Cry2-2 technical replicate 2"	""	""	"Sai_KD_June_15_15_218.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-3"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-3"	"Cry2-3 technical replicate 1"	""	""	"Sai_KD_June_15_15_127.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-3"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-3(2)"	"Cry2-3 technical replicate 2"	""	""	"Sai_KD_June_15_15_214.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-4"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-4"	"Cry2-4 technical replicate 1"	""	""	"Sai_KD_June_15_15_040.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-4"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-4(2)"	"Cry2-4 technical replicate 2"	""	""	"Sai_KD_June_15_15_195.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-5"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-5"	"Cry2-5 technical replicate 1"	""	""	"Sai_KD_June_15_15_146.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-5"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-5(2)"	"Cry2-5 technical replicate 2"	""	""	"Sai_KD_June_15_15_169.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-6"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-6"	"Cry2-6 technical replicate 1"	""	""	"Sai_KD_June_15_15_109.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-6"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-6(2)"	"Cry2-6 technical replicate 2"	""	""	"Sai_KD_June_15_15_235.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-7"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-7"	"Cry2-7 technical replicate 1"	""	""	"Sai_KD_June_15_15_044.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-7"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-7(2)"	"Cry2-7 technical replicate 2"	""	""	"Sai_KD_June_15_15_281.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-8"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-8"	"Cry2-8 technical replicate 1"	""	""	"Sai_KD_June_15_15_144.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-8"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-8(2)"	"Cry2-8 technical replicate 2"	""	""	"Sai_KD_June_15_15_285.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-9"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-9"	"Cry2-9 technical replicate 1"	""	""	"Sai_KD_June_15_15_082.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-9"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-9(2)"	"Cry2-9 technical replicate 2"	""	""	"Sai_KD_June_15_15_289.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-10"	"Cry2-10 technical replicate 1"	""	""	"Sai_KD_June_15_15_022.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-10(2)"	"Cry2-10 technical replicate 2"	""	""	"Sai_KD_June_15_15_250.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-11"	"Cry2-11 technical replicate 1"	""	""	"Sai_KD_June_15_15_079.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-11(2)"	"Cry2-11 technical replicate 2"	""	""	"Sai_KD_June_15_15_275.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-12"	"Cry2-12 technical replicate 1"	""	""	"Sai_KD_June_15_15_058.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
