"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Euglena strain]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Colour]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Anoxia incubation time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Carbonate addition]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Culture days before anoxia incubation]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C14"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C16"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C18-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C18-1"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C18-2"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C20-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18_C22-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C12"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C14"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C16"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C18-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C18-1"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C18-2"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C20-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-1_C22-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C12"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C14"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C16"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C18-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C18-1"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C18-2"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C20-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"Standard wax ester"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"wax ester"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_10036"	"Sample collection"	"C18-2_C22-0"	"Standard wax ester"	""	""	"NA"	""	""	"NA"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"none"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
