"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Infection Status]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Taurine 15N Labeling]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Media Taurine Abundance]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose-6-13C Labeling]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exogenous SBPase]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exogenous BFP]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Lysate Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[SBPase Expression in Lysate]"	"Term Source REF"	"Term Accession Number"
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U6C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U7A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U7B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U7C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U8A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U8B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"0U8C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T0A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 um Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T0B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T0C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T1A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T1B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T1C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T2A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T2B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T2C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T3A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T3B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T3C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T4A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T4B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T4C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T5A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T5B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T5C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T6A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T6B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T6C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T7A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T7B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T7C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T8A"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T8B"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44T8C"	"Infected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U0A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U0B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U0C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U1A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U1B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U1C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U2A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U2B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U2C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U3A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U3B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U3C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U4A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U4B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U4C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U5A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U5B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U5C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U6A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U6B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U6C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U7A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
