"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time collected]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample Replicate]"	"Term Source REF"	"Term Accession Number"
"Acetate_Propionate_Mat_Sample_7_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_7_C_2"	"22-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_8_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_8_A_1"	"23-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_8_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_8_A_2"	"23-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_8_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_8_B_1"	"23-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_8_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_8_B_2"	"23-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_8_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_8_C_1"	"23-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_8_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_8_C_2"	"23-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_9_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_9_A_1"	"01-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_9_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_9_A_2"	"01-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_9_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_9_B_1"	"01-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_9_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_9_B_2"	"01-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_9_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_9_C_1"	"01-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_9_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_9_C_2"	"01-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_10_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_10_A_1"	"03-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_10_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_10_A_2"	"03-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_10_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_10_B_1"	"03-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_10_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_10_B_2"	"03-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_10_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_10_C_1"	"03-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_10_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_10_C_2"	"03-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_11_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_11_A_1"	"05-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_11_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_11_A_2"	"05-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_11_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_11_B_1"	"05-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_11_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_11_B_2"	"05-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_11_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_11_C_1"	"05-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_11_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_11_C_2"	"05-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_12_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_12_A_1"	"07-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_12_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_12_A_2"	"07-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_12_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_12_B_1"	"07-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_12_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_12_B_2"	"07-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_12_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_12_C_1"	"07-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_12_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_12_C_2"	"07-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_13_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_13_A_1"	"09-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_13_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_13_A_2"	"09-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_13_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_13_B_1"	"09-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_13_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_13_B_2"	"09-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_13_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_13_C_1"	"09-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_13_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_13_C_2"	"09-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_14_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_14_A_1"	"11-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_14_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_14_A_2"	"11-00"	""	""	"A"	""	""
"Acetate_Propionate_Mat_Sample_14_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_14_B_1"	"11-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_14_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_14_B_2"	"11-00"	""	""	"B"	""	""
"Acetate_Propionate_Mat_Sample_14_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_14_C_1"	"11-00"	""	""	"C"	""	""
"Acetate_Propionate_Mat_Sample_14_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Acetate_Propionate_Mat_Sample_14_C_2"	"11-00"	""	""	"C"	""	""
"Wax_Mat Sample_1_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_1_A_1"	"12-30"	""	""	"A"	""	""
"Wax_Mat Sample_1_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_1_A_2"	"12-30"	""	""	"A"	""	""
"Wax_Mat Sample_1_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_1_B_1"	"12-30"	""	""	"B"	""	""
"Wax_Mat Sample_1_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_1_B_2"	"12-30"	""	""	"B"	""	""
"Wax_Mat Sample_1_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_1_C_1"	"12-30"	""	""	"C"	""	""
"Wax_Mat Sample_1_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_1_C_2"	"12-30"	""	""	"C"	""	""
"Wax_Mat Sample_2_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_2_A_1"	"13-30"	""	""	"A"	""	""
"Wax_Mat Sample_2_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_2_A_2"	"13-30"	""	""	"A"	""	""
"Wax_Mat Sample_2_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_2_B_1"	"13-30"	""	""	"B"	""	""
"Wax_Mat Sample_2_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_2_B_2"	"13-30"	""	""	"B"	""	""
"Wax_Mat Sample_2_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_2_C_1"	"13-30"	""	""	"C"	""	""
"Wax_Mat Sample_2_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_2_C_2"	"13-30"	""	""	"C"	""	""
"Wax_Mat Sample_3_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_3_A_1"	"14-30"	""	""	"A"	""	""
"Wax_Mat Sample_3_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_3_A_2"	"14-30"	""	""	"A"	""	""
"Wax_Mat Sample_3_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_3_B_1"	"14-30"	""	""	"B"	""	""
"Wax_Mat Sample_3_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_3_B_2"	"14-30"	""	""	"B"	""	""
"Wax_Mat Sample_3_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_3_C_1"	"14-30"	""	""	"C"	""	""
"Wax_Mat Sample_3_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_3_C_2"	"14-30"	""	""	"C"	""	""
"Wax_Mat Sample_4_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_4_A_1"	"15-30"	""	""	"A"	""	""
"Wax_Mat Sample_4_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_4_A_2"	"15-30"	""	""	"A"	""	""
"Wax_Mat Sample_4_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_4_B_1"	"15-30"	""	""	"B"	""	""
