Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Provider	Characteristics [cell type]	Term Source REF	Term Accession Number	Characteristics [material type]	Term Source REF	Term Accession Number	Characteristics [nsaid treatment]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [race]	Term Source REF	Term Accession Number	Characteristics [sex]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [nsaid treatment]	Term Source REF	Term Accession Number	FactorValue [time]
GSM1442185 1	Pretreatment with celecoxib, sampled after 8 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 8 hr IL-1beta exposure	hasmc_celecoxib_tp8hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442185 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442185 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442185	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442185_RC23_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442185_sample_table.txt norm	GSM1442185_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	8
GSM1442184 1	Pretreatment with celecoxib, sampled after 8 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 8 hr IL-1beta exposure	hasmc_celecoxib_tp8hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442184 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442184 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442184	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442184_RC10_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442184_sample_table.txt norm	GSM1442184_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	8
GSM1442183 1	Pretreatment with celecoxib, sampled after 2 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 2 hr IL-1beta exposure	hasmc_celecoxib_tp2hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442183 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442183 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442183	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442183_RC7_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442183_sample_table.txt norm	GSM1442183_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	2
GSM1442182 1	Pretreatment with celecoxib, sampled after 2 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 2 hr IL-1beta exposure	hasmc_celecoxib_tp2hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442182 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442182 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442182	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442182_RC46_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442182_sample_table.txt norm	GSM1442182_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	2
GSM1442181 1	Pretreatment with celecoxib, sampled after 2 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 2 hr IL-1beta exposure	hasmc_celecoxib_tp2hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442181 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442181 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442181	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442181_RC33_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442181_sample_table.txt norm	GSM1442181_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	2
GSM1442180 1	Pretreatment with celecoxib, sampled after 2 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 2 hr IL-1beta exposure	hasmc_celecoxib_tp2hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442180 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442180 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442180	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442180_RC20_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442180_sample_table.txt norm	GSM1442180_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	2
GSM1442179 1	Pretreatment with celecoxib, sampled after 0 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 0 hr IL-1beta exposure	hasmc_celecoxib_tp0hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442179 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442179 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442179	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442179_RC56_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442179_sample_table.txt norm	GSM1442179_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	0
GSM1442178 1	Pretreatment with celecoxib, sampled after 0 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 0 hr IL-1beta exposure	hasmc_celecoxib_tp0hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442178 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442178 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442178	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442178_RC43_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442178_sample_table.txt norm	GSM1442178_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	0
GSM1442177 1	Pretreatment with celecoxib, sampled after 0 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 0 hr IL-1beta exposure	hasmc_celecoxib_tp0hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442177 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442177 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442177	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442177_RC4_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442177_sample_table.txt norm	GSM1442177_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	0
GSM1442176 1	Pretreatment with celecoxib, sampled after 0 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 0 hr IL-1beta exposure	hasmc_celecoxib_tp0hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442176 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442176 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442176	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442176_RC17_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442176_sample_table.txt norm	GSM1442176_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	0
