"Sample Name"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"2181263"	"5"	""	""	"7"	""	""	"987"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_081"	"VT_150424_081.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2181263"	"5"	""	""	"7"	""	""	"989"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_083"	"VT_150424_083.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185850"	"Daily"	""	""	"7"	""	""	"991"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_085"	"VT_150424_085.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185850"	"Daily"	""	""	"7"	""	""	"993"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_087"	"VT_150424_087.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185850"	"Daily"	""	""	"7"	""	""	"995"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_089"	"VT_150424_089.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185855"	"Daily"	""	""	"7"	""	""	"997"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_091"	"VT_150424_091.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185855"	"Daily"	""	""	"7"	""	""	"999"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_093"	"VT_150424_093.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185855"	"Daily"	""	""	"7"	""	""	"1001"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_095"	"VT_150424_095.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185860"	"Daily"	""	""	"7"	""	""	"1003"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_097"	"VT_150424_097.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185860"	"Daily"	""	""	"7"	""	""	"1005"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_099"	"VT_150424_099.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2185860"	"Daily"	""	""	"7"	""	""	"1007"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_101"	"VT_150424_101.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140057"	"Daily"	""	""	"7"	""	""	"1009"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_103"	"VT_150424_103.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140057"	"Daily"	""	""	"7"	""	""	"1011"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_105"	"VT_150424_105.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140057"	"Daily"	""	""	"7"	""	""	"1013"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_107"	"VT_150424_107.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140062"	"Daily"	""	""	"7"	""	""	"1015"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_109"	"VT_150424_109.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140062"	"Daily"	""	""	"7"	""	""	"1017"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_111"	"VT_150424_111.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140062"	"Daily"	""	""	"7"	""	""	"1019"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_113"	"VT_150424_113.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140067"	"Daily"	""	""	"7"	""	""	"1021"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_115"	"VT_150424_115.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140067"	"Daily"	""	""	"7"	""	""	"1023"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_117"	"VT_150424_117.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140067"	"Daily"	""	""	"7"	""	""	"1025"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_119"	"VT_150424_119.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140072"	"Daily"	""	""	"7"	""	""	"1027"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_121"	"VT_150424_121.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140072"	"Daily"	""	""	"7"	""	""	"1029"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_123"	"VT_150424_123.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140072"	"Daily"	""	""	"7"	""	""	"1031"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_125"	"VT_150424_125.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140077"	"Daily"	""	""	"7"	""	""	"1033"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_127"	"VT_150424_127.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140077"	"Daily"	""	""	"7"	""	""	"1035"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_129"	"VT_150424_129.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2140077"	"Daily"	""	""	"7"	""	""	"1037"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_131"	"VT_150424_131.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2173401"	"Daily"	""	""	"7"	""	""	"1039"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_133"	"VT_150424_133.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2173401"	"Daily"	""	""	"7"	""	""	"1041"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_135"	"VT_150424_135.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2173401"	"Daily"	""	""	"7"	""	""	"1043"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_137"	"VT_150424_137.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"REe6"	"NA"	""	""	"7"	""	""	"1045"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_139"	"VT_150424_139.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"REe6"	"NA"	""	""	"7"	""	""	"1047"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_141"	"VT_150424_141.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"REe6"	"NA"	""	""	"7"	""	""	"1049"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_143"	"VT_150424_143.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"q3June2014"	"NA"	""	""	"7"	""	""	"1051"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_145"	"VT_150424_145.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"q3June2014"	"NA"	""	""	"7"	""	""	"1053"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_147"	"VT_150424_147.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"q3June2014"	"NA"	""	""	"7"	""	""	"1055"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150424_149"	"VT_150424_149.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"q3June2014"	"NA"	""	""	"8"	""	""	"1057"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_001"	"VT_150425_001.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"q3June2014"	"NA"	""	""	"8"	""	""	"1059"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_003"	"VT_150425_003.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"q3June2014"	"NA"	""	""	"8"	""	""	"1061"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_005"	"VT_150425_005.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"REe6"	"NA"	""	""	"8"	""	""	"1063"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_007"	"VT_150425_007.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"REe6"	"NA"	""	""	"8"	""	""	"1065"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_009"	"VT_150425_009.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"REe6"	"NA"	""	""	"8"	""	""	"1067"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_011"	"VT_150425_011.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2131250"	"Daily"	""	""	"8"	""	""	"1069"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_013"	"VT_150425_013.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2131250"	"Daily"	""	""	"8"	""	""	"1071"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_015"	"VT_150425_015.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2131250"	"Daily"	""	""	"8"	""	""	"1073"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_017"	"VT_150425_017.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2131255"	"Daily"	""	""	"8"	""	""	"1075"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_019"	"VT_150425_019.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2131255"	"Daily"	""	""	"8"	""	""	"1077"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_021"	"VT_150425_021.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
"2131255"	"Daily"	""	""	"8"	""	""	"1079"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150425_023"	"VT_150425_023.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18pos.tsv"
