"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[tumor and non tumor renal cell line]"	"Term Source REF"	"Term Accession Number"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_6.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_6.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_8.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_8.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_8.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_8.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_9.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_9.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_9.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_9.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_10.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_10.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_10.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_10.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_11.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_11.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_11.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_11.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_12.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_12.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_12.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_12.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day1_beginning"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day1_middle"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day1_end"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day2_beginning"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day2_middle"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day2_end"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day3_beginning"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day3_middle"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day3_end"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day4_beginning"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day4_middle"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day4_end"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day5_beginning"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day5_middle"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_QC"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"QC_day5_end"	"Pooled Sample"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45910"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day1_1.1"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day1_1.2"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day2_1.1"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day2_1.2"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day3_1.1"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day3_1.2"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day4_1.1"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day4_1.2"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day5_1.1"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank_day5_1.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day1_1.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day1_1.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day1_2.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day1_2.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day2_1.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day2_1.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day2_2.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day2_2.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day3_1.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day3_1.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day3_2.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day3_2.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day4_1.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day4_1.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day4_2.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day4_2.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day5_1.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day5_1.2"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day5_2.1"	""	""	""	"Blank"	""	""
"Sample_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Sample_Prep_Blank_day5_2.2"	""	""	""	"Blank"	""	""
