bucket [0.04 ppm]	JGHw1dc1.MAS_1_1	JGHw1dc2.MAS_1_1	JGHw1dc3.MAS_1_1	JGHw1do1.MAS_1_1	JGHw1do2.MAS_2_1	JGHw1do3.MAS_1_1	JGHw2do1.MAS_1_1	JGHw2do2.MAS_1_1	JGHw2do3.MAS_1_1	JGHw3do1.MAS_1_1	JGHw3do2.MAS_1_1	JGHw3do3.MAS_1_1	JGham14c1.txi_1_1	JGham14c2.txi_1_1	JGham14c3.txi_1_1	JGham14o1.txi_1_1	JGham14o2.txi_1_1	JGham14o3.txi_1_1	JGham14o4.txi_1_1	JGHk1dc1.MAS_1_1	JGHk1dc2.MAS_1_1	JGHk1dc3.MAS_1_1	JGHk1do1.MAS_1_1	JGHk1do2.MAS_1_1	JGHk1do3.MAS_1_1	JGHk2do1.MAS_1_1	JGHk2do2.MAS_1_1	JGHk2do3.MAS_1_1	JGHk3do1.MAS_1_1	JGHk3do2.MAS_1_1	JGHk3do3.MAS_1_1
1.82	3.9044	4.3076	4.3444	4.7134	4.352	4.4596	4.6672	4.7066	4.1805	4.067	3.7679	3.6769	4.8667	5.8954	5.7256	5.1763	4.9245	4.8987	4.4404	4.2229	4.4503	4.6319	4.6512	5.3946	4.4961	4.3701	4.8579	4.9777	1.5413	4.6628	4.7757
1.78	3.9762	4.4254	4.3078	4.8046	4.4913	4.4393	4.6878	4.9635	4.102	4.2312	4.1566	3.8004	4.3994	5.3086	4.7126	3.9214	4.4162	4.2633	4.3505	4.2908	4.7069	4.8396	4.8767	5.7668	4.6168	4.7171	5.1561	5.287	1.4825	4.9247	4.9606
1.74	4.936	5.1534	5.2227	5.6033	5.6753	5.2919	5.4654	5.8842	4.9654	5.0712	6.3396	4.4662	4.7063	6.3437	5.2128	5.3546	5.5632	5.3162	5.8647	5.1877	5.8664	6.0213	5.8963	6.816	5.8846	5.8561	6.2325	6.5896	2.3597	6.0223	6.1237
1.7	5.6639	5.9602	5.7997	6.3471	6.1976	6.1723	6.4674	6.6876	5.5193	6.0494	5.7631	5.3148	7.1365	7.7468	7.5927	6.7047	6.7482	6.2951	7.353	5.9567	6.7051	6.826	6.7703	8.1139	6.5489	6.413	6.9968	7.225	3.064	6.5014	6.7136
1.66	5.455	5.8952	5.6233	6.4316	5.8551	6.1407	6.065	6.5831	5.2856	5.9788	4.9594	5.1784	6.317	6.2075	6.2791	5.417	5.4601	4.9936	5.3383	5.928	6.3845	6.7237	6.2595	7.5107	6.035	5.9143	6.6165	6.6535	3.0213	6.3665	6.2396
1.62	6.5264	6.9152	6.4275	6.8785	6.6716	6.5457	6.6343	7.5612	5.824	10.3853	9.0316	8.9878	5.4355	5.0205	5.5691	4.3846	5.0946	4.1817	4.4873	6.5944	7.0127	7.2972	6.6282	7.8446	6.244	6.1546	6.8889	6.701	3.8114	6.6649	6.3024
1.58	10.2414	10.2502	10.1857	9.5798	9.8757	9.9684	8.6561	10.1376	8.8144	12.9025	9.6548	12.5251	4.527	4.4663	4.8708	4.9338	6.2894	4.3667	5.6242	11.7006	10.6165	11.3168	9.0887	11.144	9.326	7.864	8.9855	8.3487	9.8534	8.2581	8.479
1.54	6.3462	6.6689	6.5057	7.3887	6.4975	6.9702	6.9532	7.3026	6.0962	6.803	5.6814	6.0433	3.7498	4.1873	4.1672	3.5336	4.2287	3.6348	4.1278	6.6209	6.9453	7.2549	6.7028	8.1215	6.6069	6.407	7.0495	7.1484	3.0499	6.862	6.5715
1.5	6.0784	6.3915	6.0616	7.1922	6.5904	6.6505	6.7593	7.4275	5.901	7.3488	7.0276	5.9575	3.5899	4.8967	4.4608	4.0054	4.7703	4.5295	5.5067	6.1171	7.2175	7.0525	7.0109	8.2791	6.7418	6.7709	7.1591	7.4151	2.6586	7.1786	6.914
1.46	7.0926	7.2465	6.8925	8.3164	7.8053	7.6285	7.8115	8.6249	6.6601	8.2905	7.1147	6.8332	6.7594	10.1924	9.3904	7.01	7.6778	13.1848	18.0541	7.2816	8.4847	8.5221	7.9908	9.514	7.8849	7.9132	8.2858	8.6376	3.8444	8.2761	7.7687
1.42	8.1347	8.5407	7.8133	9.7137	8.8285	9.0917	9.3713	10.3173	7.3043	10.8261	8.5915	8.6193	8.3409	6.0279	9.0932	5.3205	6.1244	5.0093	6.4332	8.1108	9.6061	9.6306	9.218	11.4094	8.6193	9.1177	9.603	9.8207	4.2569	9.6259	8.6232
1.38	14.0211	14.0212	13.3957	14.2173	14.4256	14.0789	14.0503	16.2283	11.7823	23.5012	19.1932	19.637	5.7476	5.6521	6.1929	5.6767	7.7616	5.2301	6.7419	13.9575	15.2413	15.6269	13.4988	16.694	13.118	12.8668	13.7432	13.3578	9.272	13.7561	12.2107
1.34	29.2076	28.6225	28.7253	26.2006	28.6987	27.2584	26.6911	29.9517	24.8642	52.2107	44.2859	46.0098	16.946	17.3246	26.0678	14.6271	19.9147	19.3999	20.5935	29.6507	30.6028	32.1022	24.5776	30.0715	25.5688	22.4942	24.3993	22.9836	29.1309	23.7349	22.8499
1.3	61.6815	60.0837	60.1027	48.5914	56.8243	56.5746	50.2689	54.2798	50.8452	84.445	66.5451	87.7585	13.4447	8.1866	12.2363	18.851	26.4846	12.4679	24.3704	66.1831	57.8851	61.8826	46.415	56.399	51.0675	39.6182	44.2807	39.1655	85.6802	40.2413	43.3937
1.26	34.7094	34.8328	35.2813	35.1653	32.3271	40.5236	40.4379	33.2051	35.9842	27.3603	22.86	29.131	11.6984	6.7396	10.6405	10.21	11.998	8.1881	14.9781	39.6317	36.32	39.3406	32.7513	42.2484	38.1041	29.6116	33.7511	33.2775	30.9982	30.8964	33.9818
1.22	14.8956	15.6386	17.3803	15.6435	14.2038	18.0198	19.3894	14.6529	17.5981	10.1479	10.6318	13.0579	6.7358	5.2089	5.952	4.2959	5.2369	4.2795	5.4713	14.3589	13.4765	15.2522	13.877	16.1564	16.2585	12.6836	14.1865	15.0992	3.6266	14.9795	15.3614
1.18	8.7506	9.1691	10.6837	8.1597	8.3009	9.9904	11.6561	8.6751	10.7437	5.9769	6.8977	8.2968	4.9092	3.9826	4.3037	3.7674	5.0224	4.8454	3.813	8.0814	7.413	8.5174	7.9727	8.9067	9.2818	7.0722	7.9409	8.4575	1.5198	8.6388	8.7983
1.14	6.438	6.8111	8.1457	5.9254	6.2175	7.2812	8.7905	6.4986	8.0745	4.5817	5.4453	6.3472	3.0921	3.4898	3.166	21.1253	16.1744	19.0914	4.6016	5.8204	5.443	6.1278	6.0352	6.495	6.8568	5.2233	5.902	6.2273	0.8739	6.317	6.6456
1.1	5.3547	5.7305	6.7546	5.0886	5.2666	6.0405	7.3309	5.5794	6.6514	3.8215	4.6579	5.2379	2.3504	2.9777	2.7644	1.9424	2.8014	2.2235	2.2765	4.9371	4.6647	5.2457	5.2336	5.6388	5.7551	4.591	5.1571	5.3827	0.7833	5.4736	5.7058
1.06	5.3894	5.5853	6.539	5.0417	5.4788	5.7218	6.8011	5.6077	6.2638	4.2864	5.3845	5.2804	2.4041	3.5018	2.999	2.4167	3.2276	2.7156	2.8352	4.9653	4.8843	5.3572	5.2661	5.6711	5.6909	4.7389	5.2687	5.4623	1.3641	5.296	5.6627
1.02	6.3001	6.339	7.3062	5.8688	6.4555	6.5138	7.4985	6.4508	6.8713	5.7779	6.4117	6.1804	3.3447	4.6286	4.1435	3.261	4.0616	3.5953	3.7569	5.8944	6.0532	6.4269	6.2997	7.0121	6.6129	5.601	6.2316	6.2628	3.0515	6.1729	6.5341
0.98	8.3419	8.2595	9.2629	7.672	8.9382	8.3988	9.2824	8.4934	8.4105	8.5974	9.5328	8.6553	5.0951	7.3042	6.4293	5.14	6.2371	5.4746	6.4879	8.1957	8.4852	9.0226	8.4602	9.3206	9.0989	7.8589	8.3646	8.555	5.4282	8.2213	8.8755
0.94	10.1661	10.5769	11.045	9.9728	10.5416	10.9098	11.9925	10.8385	10.2608	11.0686	11.4441	10.4169	8.8204	9.7871	10.6429	7.4798	8.4959	7.4454	9.192	10.2509	10.9359	11.5196	10.5321	12.3902	11.1986	10.0076	10.6263	11.1635	6.5118	10.8551	10.948
0.9	24.894	24.7673	27.1273	20.675	24.6145	24.4349	26.106	25.4094	23.5038	34.0547	28.7149	34.7794	9.9071	9.5195	12.0628	10.9959	13.4963	9.0971	13.2988	25.0194	24.6049	26.1321	22.5606	26.1856	24.0395	20.0853	21.8336	20.5777	28.209	19.5293	21.8814
0.86	18.4024	19.1784	19.8942	18.8463	17.6405	22.0248	22.2341	17.9204	20.1563	11.9308	10.7698	14.1191	8.9336	7.792	8.9242	6.7093	7.4869	6.2941	9.0205	18.7649	18.1075	19.7936	17.4732	21.3929	19.8506	16.2311	18.0387	18.807	13.2806	15.9587	18.8009
0.82	6.1399	6.6427	8.1904	5.9385	5.7464	7.06	8.6397	5.7277	8.3492	3.1781	4.5933	5.376	5.2773	4.7326	4.7599	3.3414	3.952	3.5414	4.0632	6.1459	5.3614	6.3346	5.8129	6.2282	7.0743	4.9173	5.8181	6.239	1.4586	6.3314	6.9904
0.78	4.0759	4.4338	5.801	3.472	3.8891	4.5355	6.0864	3.86	5.8201	2.0856	3.467	3.883	3.4825	3.695	3.5174	2.4646	3.0802	2.6708	2.7156	3.8827	3.3002	3.8774	3.9638	3.7734	4.6779	3.132	3.776	3.946	0.405	3.9557	4.808
0.74	3.4239	3.7761	4.9613	2.851	3.2015	3.7527	5.1143	3.2076	4.9231	1.9986	3.2294	3.4094	2.8146	3.3662	3.0305	2.1719	2.6894	2.5458	2.2116	3.1853	2.6956	3.2026	3.314	3.0957	3.8087	2.5481	3.148	3.2389	0.1558	3.0899	4.0098
0.7	3.1325	3.4178	4.6853	2.5748	2.9813	3.4353	4.5987	2.8814	4.5932	1.7403	2.7392	3.1393	2.0581	2.5297	2.1642	1.5467	2.1741	1.7037	1.5306	2.9922	2.498	2.8843	3.0252	2.8554	3.4726	2.2417	2.796	2.8541	0.3097	2.5641	3.6451
0.66	2.4214	2.7084	3.7866	2.0506	2.3414	2.7699	3.8856	2.3163	3.8517	1.1143	2.2136	2.4147	1.4669	2.0329	1.6823	1.1198	1.6975	1.32	0.9583	2.3546	1.8981	2.2598	2.4263	2.0703	2.8188	1.7651	2.2058	2.2914	-0.0368	1.9455	2.9763
0.62	1.9757	2.2604	3.3053	1.6676	1.9278	2.3266	3.3559	1.9202	3.4071	0.8828	1.9131	2.0663	1.0492	1.6233	1.334	0.8282	1.4149	0.9911	0.555	1.9612	1.4963	1.7943	1.9992	1.7053	2.3623	1.3692	1.7498	1.8392	-0.0921	1.5649	2.4875
0.58	1.6578	1.9534	2.9412	1.4271	1.6787	2.0491	2.9917	1.6566	3.074	0.7626	1.6924	1.828	0.8056	1.3764	1.1104	0.6196	1.2112	0.8036	0.3213	1.7189	1.2488	1.5478	1.7407	1.4724	2.0908	1.1823	1.4742	1.5608	-0.0976	1.2468	2.191
0.54	1.4326	1.7171	2.6617	1.2449	1.4893	1.8299	2.7192	1.488	2.8242	0.6549	1.5457	1.6391	0.6538	1.2586	0.9954	0.5345	1.1224	0.7155	0.1804	1.5554	1.0969	1.3981	1.5516	1.2437	1.8683	1.0207	1.2944	1.365	-0.1074	1.0707	1.9942
0.5	1.2567	1.4822	2.421	1.073	1.3342	1.6349	2.4891	1.3213	2.6146	0.5504	1.384	1.4942	0.4967	1.0716	0.856	0.4063	0.9739	0.5703	0.0426	1.4	0.9759	1.2507	1.383	1.1374	1.718	0.8946	1.1241	1.1942	-0.0756	0.8622	1.8165
0.46	1.031	1.2811	2.1799	0.918	1.1645	1.438	2.2341	1.1777	2.4006	0.4698	1.2379	1.331	0.3894	0.9423	0.7351	0.3245	0.8897	0.4979	-0.0565	1.2483	0.8099	1.0394	1.2109	1.0124	1.5186	0.7569	0.9587	1.0521	-0.0833	0.6343	1.6217
0.42	0.8542	1.0841	1.955	0.7752	1.0206	1.2757	2.036	1.0058	2.2221	0.3833	1.1123	1.1922	0.3119	0.8065	0.663	0.2404	0.7886	0.4256	-0.1115	1.1332	0.6608	0.9546	1.0409	0.9037	1.3671	0.6396	0.8192	0.9029	-0.1009	0.4799	1.435
