"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[stress]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[geneknockout]"	"Term Source REF"	"Term Accession Number"
"B334"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"106"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B335"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"107"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B336"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"108"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
