"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"K2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"K2"	"K2_AgVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"K3"	"K3_AgVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"K4"	"K4_AgVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"K5"	"K5_AgVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"K6"	"K6_AgVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"L1"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"L1"	"L1_Filtrate.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"L2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"L2"	"L2_Filtrate.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"L3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"L3"	"L3_Filtrate.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"L4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"L4"	"L4_Filtrate.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"L5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"L5"	"L5_Filtrate.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"L6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"L6"	"L6_Filtrate.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC3"	"QC3.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC4"	"QC4.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC5"	"QC5.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC6"	"QC6.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC7"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC7"	"QC7.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC8"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC8"	"QC8.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC10"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC10"	"QC10.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC11"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC11"	"QC11.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC12"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC12"	"QC12.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC13"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC13"	"QC13.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC14"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC14"	"QC14.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC15"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC15"	"QC15.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC16"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC16"	"QC16.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC17"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC17"	"QC17.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EB1"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"EB1"	"EB1_d.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EB2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"EB2"	"EB2_XBlank.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
