"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Comment[Exhalion file]"
"20181015_03_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181015_03_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181015_03_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181015_03_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_15__13_04_34.txt"
"20181016_01_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181016_01_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181016_01_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181016_01_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_16__12_29_59.txt"
"20181016_02_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181016_02_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181016_02_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181016_02_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_16__14_44_16.txt"
"20181016_03_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181016_03_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181016_03_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181016_03_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_16__14_52_30.txt"
"20181017_01_Pos_DOPAEx_04_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181017_01_Pos_DOPAEx_04_SETP_0_7_SESI_4"	"20181017_01_Pos_DOPAEx_04_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181017_01_Pos_DOPAEx_04_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_17__11_18_44.txt"
"20181017_02_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181017_02_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181017_02_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181017_02_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_17__13_00_39.txt"
"20181017_03_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181017_03_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181017_03_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181017_03_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_17__15_37_09.txt"
"20181017_04_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181017_04_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181017_04_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181017_04_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_17__17_38_25.txt"
"20181018_01_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181018_01_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181018_01_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181018_01_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_18__10_45_11.txt"
"20181018_02_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181018_02_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181018_02_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181018_02_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_18__12_10_49.txt"
"20181018_03_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181018_03_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181018_03_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181018_03_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_18__12_19_32.txt"
"20181018_04_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181018_04_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181018_04_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181018_04_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_18__12_29_48.txt"
"20181019_01_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_01_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_01_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_01_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__09_43_59.txt"
"20181019_02_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_02_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_02_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_02_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__09_55_25.txt"
"20181019_03_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_03_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_03_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_03_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__10_10_21.txt"
"20181019_04_Pos_DOPAEx_02_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_04_Pos_DOPAEx_02_SETP_0_7_SESI_4"	"20181019_04_Pos_DOPAEx_02_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_04_Pos_DOPAEx_02_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__10_23_33.txt"
"20181019_05_Pos_DOPAEx_02_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_05_Pos_DOPAEx_02_SETP_0_7_SESI_4"	"20181019_05_Pos_DOPAEx_02_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_05_Pos_DOPAEx_02_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__12_08_16.txt"
"20181019_06_Pos_DOPAEx_02_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_06_Pos_DOPAEx_02_SETP_0_7_SESI_4"	"20181019_06_Pos_DOPAEx_02_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_06_Pos_DOPAEx_02_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__12_19_55.txt"
"20181019_07_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_07_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_07_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_07_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__12_54_04.txt"
"20181019_08_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_08_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181019_08_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_08_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__13_29_15.txt"
"20181019_09_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_09_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_09_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_09_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__13_43_22.txt"
"20181019_10_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_10_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_10_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_10_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__13_51_47.txt"
"20181019_11_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_11_Pos_DOPAEx_01_SETP_0_7_SESI_4"	"20181019_11_Pos_DOPAEx_01_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_11_Pos_DOPAEx_01_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__14_01_25.txt"
"20181019_12_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_12_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181019_12_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_12_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__15_29_28.txt"
"20181019_13_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"100-400"	"Thermo Scientific Q Exactive Plus"	""	""	"secondary electrospray ionization"	""	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"20181019_13_Pos_DOPAEx_03_SETP_0_7_SESI_4"	"20181019_13_Pos_DOPAEx_03_SETP_0_7_SESI_4.RAW"	"Data transformation"	""	"20181019_13_Pos_DOPAEx_03_SETP_0_7_SESI_4.mzXML"	"Metabolite identification"	""	""	"Exhalion__2018_10_19__15_55_47.txt"
