"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Virus]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Tissue]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time Collected]"	"Unit"	"Term Source REF"	"Term Accession Number"
"SysVirol_IFL001_1918_d1_292_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d1_292_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d1_292_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d1_292_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d1_293_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d1_293_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d1_293_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d1_293_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d1_294_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d1_294_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d1_294_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d1_294_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d3_280_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d3_280_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d3_280_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d3_280_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d3_281_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d3_281_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d3_281_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d3_281_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d3_282_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d3_282_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d3_282_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d3_282_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d8_277_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d8_277_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d8_277_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d8_277_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d8_278_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d8_278_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d8_278_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d8_278_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d8_279_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d8_279_metab_A"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_1918_d8_279_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_1918_d8_279_metab_B"	"1918"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d1_283_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d1_283_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d1_283_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d1_283_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d1_284_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d1_284_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d1_284_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d1_284_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d1_285_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d1_285_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d1_285_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d1_285_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d3_275_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d3_275_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d3_275_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d3_275_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d3_276_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d3_276_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d3_276_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d3_276_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d3_295_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d3_295_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d3_295_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d3_295_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d8_286_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d8_286_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d8_286_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d8_286_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d8_287_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d8_287_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d8_287_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d8_287_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d8_288_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d8_288_metab_A"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_Cal04RG_d8_288_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_Cal04RG_d8_288_metab_B"	"Cal04RG"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"8"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_mock_d1_289_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_mock_d1_289_metab_A"	"mock"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_mock_d1_289_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_mock_d1_289_metab_B"	"mock"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_mock_d1_290_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_mock_d1_290_metab_A"	"mock"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_mock_d1_290_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_mock_d1_290_metab_B"	"mock"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_mock_d1_291_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_mock_d1_291_metab_A"	"mock"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFL001_mock_d1_291_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"SysVirol_IFL001_mock_d1_291_metab_B"	"mock"	""	""	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFT001_1918_d1_292_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"Sample collection"	"SysVirol_IFT001_1918_d1_292_metab_A"	"1918"	""	""	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFT001_1918_d1_292_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"Sample collection"	"SysVirol_IFT001_1918_d1_292_metab_B"	"1918"	""	""	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFT001_1918_d1_293_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"Sample collection"	"SysVirol_IFT001_1918_d1_293_metab_A"	"1918"	""	""	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFT001_1918_d1_293_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"Sample collection"	"SysVirol_IFT001_1918_d1_293_metab_B"	"1918"	""	""	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFT001_1918_d1_294_metab_A"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"Sample collection"	"SysVirol_IFT001_1918_d1_294_metab_A"	"1918"	""	""	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
"SysVirol_IFT001_1918_d1_294_metab_B"	"Mustela putorius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9668"	"Mustela putorius furo"	"EFO"	"http://purl.obolibrary.org/obo/NCBITaxon_9669"	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"Sample collection"	"SysVirol_IFT001_1918_d1_294_metab_B"	"1918"	""	""	"trachea"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001388"	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"
